,kupritz-26037-007
ENSG00000183298,814
ENSG00000117525,4
ENSG00000162699,0
ENSG00000203914,9
ENSG00000270457,0
ENSG00000231987,0
ENSG00000229842,16
ENSG00000198162,12156
ENSG00000171517,222
ENSG00000203864,1
ENSG00000233482,0
ENSG00000143079,218
ENSG00000232450,35
ENSG00000235038,1
ENSG00000173947,10
ENSG00000134198,444
ENSG00000279513,64
ENSG00000117620,1929
ENSG00000162688,3830
ENSG00000197106,1
ENSG00000231072,0
ENSG00000185946,1434
ENSG00000162627,2
ENSG00000265808,4379
ENSG00000225923,1
ENSG00000134247,34
ENSG00000162664,2073
ENSG00000134253,116
ENSG00000223416,77
ENSG00000179571,0
ENSG00000227850,36
ENSG00000285532,2
ENSG00000226755,2
ENSG00000183508,4240
ENSG00000277095,0
ENSG00000264145,0
ENSG00000238256,0
ENSG00000198765,0
ENSG00000143398,2482
ENSG00000196505,3951
ENSG00000223489,5
ENSG00000230546,0
ENSG00000213262,1
ENSG00000287015,1
ENSG00000235526,0
ENSG00000228347,0
ENSG00000236012,2
ENSG00000134200,6
ENSG00000065183,2387
ENSG00000226126,0
ENSG00000163156,1083
ENSG00000228453,0
ENSG00000261168,14
ENSG00000233432,7
ENSG00000229911,0
ENSG00000171943,1423
ENSG00000270719,3
ENSG00000155761,35
ENSG00000116830,1949
ENSG00000234422,0
ENSG00000227091,0
ENSG00000081026,324
ENSG00000143458,2795
ENSG00000230932,0
ENSG00000225036,0
ENSG00000250890,3
ENSG00000232240,0
ENSG00000234388,0
ENSG00000233717,2
ENSG00000163155,318
ENSG00000241975,43
ENSG00000270976,0
ENSG00000228217,356
ENSG00000270342,0
ENSG00000116824,29110
ENSG00000235887,1
ENSG00000235756,2
ENSG00000173810,2
ENSG00000271890,0
ENSG00000283360,128
ENSG00000117262,1001
ENSG00000227970,0
ENSG00000231613,15
ENSG00000236689,17
ENSG00000226028,0
ENSG00000203825,0
ENSG00000184371,1047
ENSG00000233449,0
ENSG00000242943,0
ENSG00000232499,782
ENSG00000163154,698
ENSG00000232995,178
ENSG00000238087,0
ENSG00000143158,759
ENSG00000271092,16
ENSG00000232148,0
ENSG00000000460,596
ENSG00000135862,0
ENSG00000232952,287
ENSG00000260322,0
ENSG00000143156,893
ENSG00000198771,8267
ENSG00000225462,6
ENSG00000237756,12
ENSG00000271187,0
ENSG00000231175,0
ENSG00000143185,3400
ENSG00000272931,29
ENSG00000143190,5770
ENSG00000225475,7
ENSG00000232223,0
ENSG00000224468,0
ENSG00000232551,0
ENSG00000238270,0
ENSG00000236025,0
ENSG00000230704,0
ENSG00000143171,0
ENSG00000275767,0
ENSG00000047410,12339
ENSG00000171806,883
ENSG00000134216,0
ENSG00000230748,0
ENSG00000238108,0
ENSG00000135842,24272
ENSG00000287472,0
ENSG00000241318,208
ENSG00000228238,4
ENSG00000232393,0
ENSG00000184155,0
ENSG00000058085,0
ENSG00000232917,6
ENSG00000233057,365
ENSG00000143167,61
ENSG00000143184,1426
ENSG00000224691,0
ENSG00000233626,13
ENSG00000143228,99
ENSG00000231714,0
ENSG00000116833,82
ENSG00000000457,2036
ENSG00000285638,0
ENSG00000230987,0
ENSG00000228167,0
ENSG00000150732,0
ENSG00000157064,0
ENSG00000288139,12
ENSG00000059588,1234
ENSG00000162782,0
ENSG00000238051,0
ENSG00000233196,0
ENSG00000229220,0
ENSG00000227747,8
ENSG00000228081,5
ENSG00000228020,0
ENSG00000234975,1050
ENSG00000162851,852
ENSG00000271427,25
ENSG00000143353,560
ENSG00000197965,622
ENSG00000143493,1359
ENSG00000230777,27
ENSG00000179397,115
ENSG00000224540,0
ENSG00000186197,1295
ENSG00000229067,0
ENSG00000261182,0
ENSG00000162670,0
ENSG00000225712,5
ENSG00000162761,0
ENSG00000143199,43
ENSG00000007908,14
ENSG00000092978,1223
ENSG00000188404,10268
ENSG00000274702,0
ENSG00000226211,0
ENSG00000203697,5
ENSG00000116574,255
ENSG00000143248,67
ENSG00000162814,1
ENSG00000225172,0
ENSG00000261642,0
ENSG00000228239,0
ENSG00000237283,0
ENSG00000116132,0
ENSG00000229242,0
ENSG00000234984,0
ENSG00000229983,0
ENSG00000225122,0
ENSG00000225920,65
ENSG00000143476,13
ENSG00000057252,6729
ENSG00000285718,0
ENSG00000233018,0
ENSG00000224783,0
ENSG00000162852,3592
ENSG00000268062,4
ENSG00000116962,3
ENSG00000229757,124
ENSG00000220749,1317
ENSG00000181450,1832
ENSG00000225300,178
ENSG00000223842,28
ENSG00000143355,0
ENSG00000237193,0
ENSG00000223490,8
ENSG00000174502,0
ENSG00000143195,16
ENSG00000162849,58
ENSG00000232824,65
ENSG00000067533,1641
ENSG00000228955,53
ENSG00000224702,0
ENSG00000271811,0
ENSG00000224278,0
ENSG00000226486,0
ENSG00000227687,0
ENSG00000231814,0
ENSG00000277007,16
ENSG00000229016,8
ENSG00000152104,264
ENSG00000117650,8
ENSG00000203724,8
ENSG00000225006,0
ENSG00000223375,14
ENSG00000230714,0
ENSG00000173726,4001
ENSG00000282852,5
ENSG00000152382,1339
ENSG00000232100,0
ENSG00000230547,0
ENSG00000232215,2
ENSG00000135829,13189
ENSG00000134717,1233
ENSG00000278180,0
ENSG00000232341,12
ENSG00000287676,6
ENSG00000236792,102
ENSG00000143207,3549
ENSG00000270859,0
ENSG00000238224,0
ENSG00000237492,3
ENSG00000150681,12
ENSG00000116906,2353
ENSG00000092969,9
ENSG00000157181,1156
ENSG00000250762,0
ENSG00000076258,152
ENSG00000117697,2780
ENSG00000235083,0
ENSG00000162669,2
ENSG00000225904,0
ENSG00000143641,2648
ENSG00000010932,0
ENSG00000010072,1143
ENSG00000135766,776
ENSG00000238054,0
ENSG00000168243,5586
ENSG00000281453,0
ENSG00000237469,0
ENSG00000227613,0
ENSG00000116183,2
ENSG00000231612,6
ENSG00000271036,0
ENSG00000226868,0
ENSG00000279401,0
ENSG00000287450,2
ENSG00000237011,39
ENSG00000066027,8160
ENSG00000173728,40
ENSG00000225811,0
ENSG00000273093,0
ENSG00000185523,4
ENSG00000116711,0
ENSG00000226750,3
ENSG00000285665,62
ENSG00000231022,0
ENSG00000224436,0
ENSG00000234915,71
ENSG00000227585,0
ENSG00000157060,0
ENSG00000237213,8
ENSG00000213045,1
ENSG00000230063,105
ENSG00000235467,0
ENSG00000123684,5717
ENSG00000225338,116
ENSG00000224407,0
ENSG00000232463,1
ENSG00000225171,57
ENSG00000235386,0
ENSG00000213690,0
ENSG00000229832,92
ENSG00000237514,0
ENSG00000287856,0
ENSG00000203705,509
ENSG00000224040,87
ENSG00000228686,128
ENSG00000174175,58
ENSG00000236401,0
ENSG00000215800,0
ENSG00000270936,20
ENSG00000008118,7
ENSG00000171161,1758
ENSG00000241505,0
ENSG00000261453,0
ENSG00000231020,0
ENSG00000270818,0
ENSG00000196878,43
ENSG00000225561,0
ENSG00000074964,0
ENSG00000223847,0
ENSG00000277704,0
ENSG00000240963,5
ENSG00000226570,0
ENSG00000198929,6
ENSG00000174606,3251
ENSG00000236905,0
ENSG00000227887,1
ENSG00000116903,4004
ENSG00000226196,0
ENSG00000287354,36
ENSG00000233827,0
ENSG00000198797,0
ENSG00000151414,6744
ENSG00000177614,1
ENSG00000235182,0
ENSG00000287157,30
ENSG00000225755,26
ENSG00000197472,1
ENSG00000230184,88
ENSG00000232436,0
ENSG00000136643,2555
ENSG00000236317,5
ENSG00000176855,0
ENSG00000225401,35
ENSG00000228190,0
ENSG00000135747,0
ENSG00000069248,3554
ENSG00000253148,0
ENSG00000227751,0
ENSG00000090104,1904
ENSG00000236468,0
ENSG00000185220,613
ENSG00000236101,0
ENSG00000162769,868
ENSG00000278684,0
ENSG00000236775,0
ENSG00000042781,3
ENSG00000228646,0
ENSG00000233332,0
ENSG00000231984,0
ENSG00000277462,254
ENSG00000035687,3599
ENSG00000180287,0
ENSG00000226693,0
ENSG00000231272,4
ENSG00000223828,98
ENSG00000226723,355
ENSG00000272672,31
ENSG00000235096,32
ENSG00000007341,965
ENSG00000143324,4468
ENSG00000225222,21
ENSG00000198842,0
ENSG00000286619,8
ENSG00000198756,3549
ENSG00000227554,1
ENSG00000178596,0
ENSG00000054282,1052
ENSG00000183780,58
ENSG00000229663,3
ENSG00000162702,4225
ENSG00000228530,0
ENSG00000143194,0
ENSG00000054267,10413
ENSG00000287921,0
ENSG00000232166,7
ENSG00000175137,1890
ENSG00000134245,124
ENSG00000187889,0
ENSG00000097046,778
ENSG00000231378,85
ENSG00000235605,3
ENSG00000224857,5
ENSG00000273367,57
ENSG00000231605,0
ENSG00000236358,1
ENSG00000203737,355
ENSG00000215873,1
ENSG00000185420,981
ENSG00000272175,22
ENSG00000213070,4
ENSG00000229747,0
ENSG00000136636,13
ENSG00000225486,1
ENSG00000163874,3769
ENSG00000213068,0
ENSG00000054392,598
ENSG00000188739,189
ENSG00000273198,3
ENSG00000225719,0
ENSG00000273483,16
ENSG00000232809,0
ENSG00000285981,0
ENSG00000215796,24
ENSG00000233047,0
ENSG00000143341,0
ENSG00000116703,26
ENSG00000264341,6
ENSG00000264101,2
ENSG00000252404,0
ENSG00000243267,13
ENSG00000252151,0
ENSG00000252969,0
ENSG00000252956,0
ENSG00000284357,0
ENSG00000207237,3
ENSG00000252691,0
ENSG00000207941,0
ENSG00000199963,0
ENSG00000264698,0
ENSG00000207328,0
ENSG00000207466,0
ENSG00000252368,0
ENSG00000206779,25
ENSG00000200796,0
ENSG00000252190,0
ENSG00000283724,0
ENSG00000284410,0
ENSG00000252018,3
ENSG00000206627,7
ENSG00000207508,13
ENSG00000200171,0
ENSG00000207194,6
ENSG00000283477,0
ENSG00000263675,34
ENSG00000238653,0
ENSG00000212624,9
ENSG00000200575,10
ENSG00000212360,7
ENSG00000251825,0
ENSG00000222624,0
ENSG00000223152,0
ENSG00000212308,0
ENSG00000276081,0
ENSG00000239640,0
ENSG00000252338,0
ENSG00000239319,0
ENSG00000251767,0
ENSG00000202263,0
ENSG00000199318,1
ENSG00000199666,0
ENSG00000200601,0
ENSG00000242482,0
ENSG00000201620,0
ENSG00000206817,0
ENSG00000264963,0
ENSG00000198974,6
ENSG00000212248,12
ENSG00000207962,7
ENSG00000207234,32
ENSG00000202259,9
ENSG00000212459,0
ENSG00000263526,0
ENSG00000211575,4
ENSG00000202254,0
ENSG00000201491,2
ENSG00000275455,2
ENSG00000200800,0
ENSG00000252530,0
ENSG00000200536,0
ENSG00000211543,0
ENSG00000252797,0
ENSG00000212266,1
ENSG00000222209,0
ENSG00000277141,0
ENSG00000215930,5
ENSG00000238761,0
ENSG00000222069,15
ENSG00000252005,0
ENSG00000252510,0
ENSG00000252830,0
ENSG00000283296,2
ENSG00000252717,0
ENSG00000277313,6
ENSG00000207472,0
ENSG00000199849,0
ENSG00000212538,0
ENSG00000251813,0
ENSG00000207108,0
ENSG00000202491,0
ENSG00000201596,0
ENSG00000273629,1
ENSG00000201493,0
ENSG00000200139,0
ENSG00000253025,0
ENSG00000201544,51
ENSG00000202498,0
ENSG00000221545,2
ENSG00000252906,49
ENSG00000202329,0
ENSG00000242794,0
ENSG00000283340,0
ENSG00000252860,0
ENSG00000263390,0
ENSG00000207181,39
ENSG00000264377,3
ENSG00000207149,0
ENSG00000284485,0
ENSG00000239494,53
ENSG00000199442,0
ENSG00000239690,0
ENSG00000202184,16
ENSG00000241395,9
ENSG00000200982,0
ENSG00000222407,4
ENSG00000200495,3
ENSG00000252553,0
ENSG00000222240,0
ENSG00000212187,1
ENSG00000200036,0
ENSG00000212610,0
ENSG00000200327,0
ENSG00000200972,0
ENSG00000252011,0
ENSG00000207326,22
ENSG00000212205,15
ENSG00000264358,0
ENSG00000212527,0
ENSG00000252879,0
ENSG00000202264,0
ENSG00000285609,0
ENSG00000252084,0
ENSG00000200085,2
ENSG00000264500,0
ENSG00000202025,0
ENSG00000225545,0
ENSG00000206990,0
ENSG00000230175,25
ENSG00000225272,36
ENSG00000273365,9
ENSG00000230659,2
ENSG00000162545,990
ENSG00000090432,1665
ENSG00000215520,0
ENSG00000183114,0
ENSG00000158825,1
ENSG00000158828,694
ENSG00000284005,0
ENSG00000234473,179
ENSG00000238754,16
ENSG00000221680,14
ENSG00000162630,1247
ENSG00000276735,13
ENSG00000229639,0
ENSG00000287453,0
ENSG00000270615,0
ENSG00000287283,0
ENSG00000240692,0
ENSG00000237919,0
ENSG00000066557,1364
ENSG00000244389,19
ENSG00000228988,60
ENSG00000118454,3241
ENSG00000116761,182
ENSG00000278636,2
ENSG00000271992,2
ENSG00000237033,0
ENSG00000007968,29
ENSG00000117318,128
ENSG00000229239,0
ENSG00000142676,32251
ENSG00000057757,2326
ENSG00000117308,244
ENSG00000273844,0
ENSG00000235748,0
ENSG00000221879,0
ENSG00000230260,0
ENSG00000199241,0
ENSG00000223963,0
ENSG00000215802,0
ENSG00000233615,0
ENSG00000238085,161
ENSG00000265831,0
ENSG00000224348,0
ENSG00000287738,7
ENSG00000132703,0
ENSG00000276632,0
ENSG00000223603,0
ENSG00000132693,0
ENSG00000235226,0
ENSG00000158716,338
ENSG00000181036,786
ENSG00000158714,22
ENSG00000212161,3
ENSG00000243284,9
ENSG00000213085,29
ENSG00000266458,0
ENSG00000287040,13
ENSG00000279430,25
ENSG00000162723,1
ENSG00000273933,0
ENSG00000256029,18
ENSG00000188004,2
ENSG00000266580,0
ENSG00000254545,0
ENSG00000269967,109
ENSG00000228634,217
ENSG00000284702,0
ENSG00000221040,0
ENSG00000163399,11223
ENSG00000212385,0
ENSG00000200547,0
ENSG00000224950,165
ENSG00000177888,2390
ENSG00000243364,127
ENSG00000251246,0
ENSG00000143590,22
ENSG00000202027,0
ENSG00000169242,49
ENSG00000169241,843
ENSG00000223452,0
ENSG00000163463,135
ENSG00000273088,0
ENSG00000284586,0
ENSG00000169231,146
ENSG00000177628,1392
ENSG00000143630,154
ENSG00000143627,8
ENSG00000253074,2
ENSG00000252116,4
ENSG00000228523,15
ENSG00000223263,31
ENSG00000207504,0
ENSG00000238139,0
ENSG00000197721,0
ENSG00000244703,18
ENSG00000226289,0
ENSG00000285239,0
ENSG00000234219,16
ENSG00000174059,4
ENSG00000158731,0
ENSG00000201746,6
ENSG00000264881,3
ENSG00000199562,122
ENSG00000264501,0
ENSG00000284735,20
ENSG00000284642,12
ENSG00000142657,3254
ENSG00000271989,3
ENSG00000251503,6
ENSG00000175279,29
ENSG00000160049,1335
ENSG00000203469,0
ENSG00000236035,168
ENSG00000221643,24
ENSG00000227417,104
ENSG00000223505,63
ENSG00000182004,572
ENSG00000236430,23
ENSG00000130768,11
ENSG00000238231,24
ENSG00000240750,39
ENSG00000158156,724
ENSG00000182118,341
ENSG00000283799,0
ENSG00000227934,132
ENSG00000229595,0
ENSG00000143633,746
ENSG00000281912,42
ENSG00000288208,0
ENSG00000132773,604
ENSG00000070759,870
ENSG00000236872,45
ENSG00000280670,100
ENSG00000132763,307
ENSG00000226164,1
ENSG00000224014,0
ENSG00000215795,51
ENSG00000259865,271
ENSG00000283881,0
ENSG00000252516,26
ENSG00000214144,34
ENSG00000235818,0
ENSG00000202079,9
ENSG00000169224,0
ENSG00000177489,0
ENSG00000177476,0
ENSG00000283369,0
ENSG00000230411,0
ENSG00000251977,0
ENSG00000252254,2
ENSG00000227854,2
ENSG00000215805,0
ENSG00000228818,121
ENSG00000202041,0
ENSG00000223694,0
ENSG00000233735,0
ENSG00000133019,7
ENSG00000162636,3987
ENSG00000162639,1586
ENSG00000134186,5106
ENSG00000143107,37
ENSG00000232971,0
ENSG00000116266,3869
ENSG00000228076,79
ENSG00000237349,12
ENSG00000244716,11848
ENSG00000228665,16
ENSG00000228054,1
ENSG00000215717,3209
ENSG00000278249,0
ENSG00000251484,53
ENSG00000132676,3545
ENSG00000234937,84
ENSG00000132718,8809
ENSG00000283442,15
ENSG00000132680,2759
ENSG00000207475,17
ENSG00000280466,0
ENSG00000281394,0
ENSG00000277817,5
ENSG00000224276,1
ENSG00000163479,6375
ENSG00000160803,1999
ENSG00000132698,4
ENSG00000252236,7
ENSG00000260238,5
ENSG00000242252,7
ENSG00000198952,3360
ENSG00000163472,259
ENSG00000163468,5039
ENSG00000132677,10
ENSG00000207933,0
ENSG00000254726,6
ENSG00000186377,0
ENSG00000186160,0
ENSG00000225154,0
ENSG00000225514,0
ENSG00000162366,0
ENSG00000226252,0
ENSG00000186790,12
ENSG00000237424,145
ENSG00000189030,6
ENSG00000162763,0
ENSG00000143061,18
ENSG00000203740,0
ENSG00000162374,0
ENSG00000168275,536
ENSG00000241563,4
ENSG00000153207,5043
ENSG00000156869,74
ENSG00000033122,124
ENSG00000143278,0
ENSG00000116678,571
ENSG00000159352,2452
ENSG00000158710,8119
ENSG00000049239,4328
ENSG00000186564,130
ENSG00000244038,4892
ENSG00000116690,96
ENSG00000126091,751
ENSG00000171163,462
ENSG00000172456,791
ENSG00000158786,5
ENSG00000118733,0
ENSG00000157870,621
ENSG00000179085,265
ENSG00000173080,258
ENSG00000276470,0
ENSG00000278852,0
ENSG00000275915,0
ENSG00000120937,2
ENSG00000224904,1
ENSG00000201801,24
ENSG00000083444,685
ENSG00000287384,3
ENSG00000270914,3
ENSG00000116691,297
ENSG00000202461,3
ENSG00000276869,0
ENSG00000243539,0
ENSG00000120949,30
ENSG00000201135,0
ENSG00000227875,0
ENSG00000285604,0
ENSG00000283789,3
ENSG00000263676,6
ENSG00000200591,20
ENSG00000162521,6825
ENSG00000162520,2
ENSG00000162522,202
ENSG00000116497,3522
ENSG00000121905,1
ENSG00000121900,13
ENSG00000278966,8
ENSG00000143222,2530
ENSG00000143224,435
ENSG00000158850,1981
ENSG00000158859,94
ENSG00000158869,12
ENSG00000158882,459
ENSG00000284035,3
ENSG00000248485,17
ENSG00000188931,293
ENSG00000236484,2
ENSG00000288093,180
ENSG00000206921,0
ENSG00000215840,89
ENSG00000277882,18
ENSG00000283317,51
ENSG00000277762,2
ENSG00000227139,0
ENSG00000265107,0
ENSG00000234190,0
ENSG00000223728,0
ENSG00000121634,0
ENSG00000188092,1166
ENSG00000273059,0
ENSG00000206791,2
ENSG00000206585,79
ENSG00000198658,391
ENSG00000238382,0
ENSG00000207190,0
ENSG00000200508,0
ENSG00000116688,5035
ENSG00000188800,10
ENSG00000084073,3071
ENSG00000231296,16
ENSG00000049089,81
ENSG00000227311,3
ENSG00000213172,0
ENSG00000284677,27
ENSG00000187801,405
ENSG00000260920,328
ENSG00000255054,0
ENSG00000127423,33
ENSG00000182749,147
ENSG00000207302,0
ENSG00000229786,3
ENSG00000223624,0
ENSG00000283938,0
ENSG00000199385,0
ENSG00000263381,0
ENSG00000126106,153
ENSG00000198520,140
ENSG00000142945,130
ENSG00000142937,34506
ENSG00000264294,0
ENSG00000200913,69
ENSG00000202031,0
ENSG00000207421,0
ENSG00000281859,0
ENSG00000234093,625
ENSG00000202444,0
ENSG00000226499,5
ENSG00000070785,497
ENSG00000253039,6
ENSG00000229815,10
ENSG00000232369,0
ENSG00000268949,0
ENSG00000126107,1618
ENSG00000126088,822
ENSG00000234315,3
ENSG00000162408,3488
ENSG00000229519,66
ENSG00000173662,15
ENSG00000204859,864
ENSG00000230735,170
ENSG00000171488,10670
ENSG00000226394,139
ENSG00000237200,45
ENSG00000070886,0
ENSG00000276835,0
ENSG00000265422,0
ENSG00000223776,38
ENSG00000273058,104
ENSG00000230325,34
ENSG00000119285,6070
ENSG00000226498,83
ENSG00000237991,291
ENSG00000244020,0
ENSG00000288099,0
ENSG00000225886,25
ENSG00000206767,0
ENSG00000226662,0
ENSG00000207095,0
ENSG00000231344,3
ENSG00000230833,30
ENSG00000117758,1167
ENSG00000269971,24
ENSG00000270031,15
ENSG00000223062,7
ENSG00000286433,19
ENSG00000117751,2914
ENSG00000252947,35
ENSG00000130775,530
ENSG00000117748,2622
ENSG00000223643,0
ENSG00000230239,0
ENSG00000263811,0
ENSG00000277234,0
ENSG00000235241,0
ENSG00000207005,528
ENSG00000117122,17
ENSG00000159363,1193
ENSG00000117115,1
ENSG00000282843,0
ENSG00000142623,0
ENSG00000142619,0
ENSG00000266634,0
ENSG00000199459,0
ENSG00000273264,0
ENSG00000282057,4
ENSG00000199934,4
ENSG00000142871,42
ENSG00000226643,0
ENSG00000234419,2
ENSG00000276997,57
ENSG00000222399,0
ENSG00000267305,0
ENSG00000143512,8
ENSG00000143498,429
ENSG00000154305,7924
ENSG00000229399,33
ENSG00000272750,239
ENSG00000186063,3058
ENSG00000162819,4594
ENSG00000234523,20
ENSG00000164010,447
ENSG00000164011,398
ENSG00000233708,1
ENSG00000225099,41
ENSG00000284138,75
ENSG00000207256,2
ENSG00000283136,0
ENSG00000277513,0
ENSG00000154309,886
ENSG00000226967,0
ENSG00000229570,0
ENSG00000203857,0
ENSG00000226443,0
ENSG00000249798,0
ENSG00000239873,0
ENSG00000240244,0
ENSG00000260941,0
ENSG00000198857,0
ENSG00000143067,0
ENSG00000134240,3
ENSG00000134193,56
ENSG00000227205,0
ENSG00000226446,1
ENSG00000134249,1
ENSG00000092621,238
ENSG00000027644,54
ENSG00000241992,0
ENSG00000137970,26372
ENSG00000223229,0
ENSG00000226973,0
ENSG00000274468,0
ENSG00000130764,2027
ENSG00000266075,12
ENSG00000272153,59
ENSG00000230026,1
