,kupritz-26037-003
ENSG00000137962,0
ENSG00000286692,3
ENSG00000260464,17
ENSG00000231996,0
ENSG00000117154,0
ENSG00000162377,572
ENSG00000116774,30
ENSG00000287756,0
ENSG00000284652,0
ENSG00000023909,1835
ENSG00000069702,22465
ENSG00000228399,129
ENSG00000236776,0
ENSG00000271252,0
ENSG00000235794,2
ENSG00000233983,0
ENSG00000116793,1059
ENSG00000232918,0
ENSG00000183298,1092
ENSG00000117525,3
ENSG00000162699,0
ENSG00000203914,4
ENSG00000270457,0
ENSG00000231987,0
ENSG00000229842,7
ENSG00000198162,9679
ENSG00000171517,218
ENSG00000203864,0
ENSG00000233482,0
ENSG00000143079,195
ENSG00000232450,27
ENSG00000235038,0
ENSG00000173947,5
ENSG00000134198,236
ENSG00000279513,48
ENSG00000117620,1347
ENSG00000162688,3457
ENSG00000197106,0
ENSG00000231072,0
ENSG00000185946,1078
ENSG00000162627,9
ENSG00000265808,3888
ENSG00000225923,0
ENSG00000134247,37
ENSG00000162664,1598
ENSG00000134253,93
ENSG00000223416,546
ENSG00000179571,0
ENSG00000227850,26
ENSG00000285532,3
ENSG00000226755,1
ENSG00000183508,3537
ENSG00000277095,0
ENSG00000264145,0
ENSG00000238256,0
ENSG00000198765,0
ENSG00000143398,2443
ENSG00000196505,3388
ENSG00000223489,1
ENSG00000230546,1
ENSG00000213262,2
ENSG00000287015,0
ENSG00000235526,0
ENSG00000228347,1
ENSG00000236012,0
ENSG00000134200,0
ENSG00000065183,3690
ENSG00000226126,2
ENSG00000163156,951
ENSG00000228453,0
ENSG00000261168,4
ENSG00000233432,6
ENSG00000229911,0
ENSG00000171943,1004
ENSG00000270719,6
ENSG00000155761,36
ENSG00000116830,1853
ENSG00000234422,0
ENSG00000227091,0
ENSG00000081026,263
ENSG00000143458,1664
ENSG00000230932,0
ENSG00000225036,0
ENSG00000250890,0
ENSG00000232240,0
ENSG00000234388,0
ENSG00000233717,0
ENSG00000163155,249
ENSG00000241975,23
ENSG00000270976,0
ENSG00000228217,332
ENSG00000270342,0
ENSG00000116824,18001
ENSG00000235887,0
ENSG00000235756,0
ENSG00000173810,0
ENSG00000271890,0
ENSG00000283360,43
ENSG00000117262,863
ENSG00000227970,0
ENSG00000231613,4
ENSG00000236689,9
ENSG00000226028,0
ENSG00000203825,3
ENSG00000184371,4878
ENSG00000233449,0
ENSG00000242943,0
ENSG00000232499,797
ENSG00000163154,558
ENSG00000232995,139
ENSG00000238087,0
ENSG00000143158,832
ENSG00000271092,4
ENSG00000232148,0
ENSG00000000460,444
ENSG00000135862,4
ENSG00000232952,245
ENSG00000260322,0
ENSG00000143156,683
ENSG00000198771,7130
ENSG00000225462,0
ENSG00000237756,6
ENSG00000271187,0
ENSG00000231175,0
ENSG00000143185,19737
ENSG00000272931,27
ENSG00000143190,5123
ENSG00000225475,5
ENSG00000232223,0
ENSG00000224468,0
ENSG00000232551,0
ENSG00000238270,0
ENSG00000236025,0
ENSG00000230704,0
ENSG00000143171,2
ENSG00000275767,0
ENSG00000047410,8828
ENSG00000171806,360
ENSG00000134216,0
ENSG00000230748,0
ENSG00000238108,0
ENSG00000135842,24992
ENSG00000287472,0
ENSG00000241318,206
ENSG00000228238,1
ENSG00000232393,1
ENSG00000184155,0
ENSG00000058085,0
ENSG00000232917,14
ENSG00000233057,242
ENSG00000143167,18
ENSG00000143184,18156
ENSG00000224691,0
ENSG00000233626,7
ENSG00000143228,64
ENSG00000231714,0
ENSG00000116833,17
ENSG00000000457,1344
ENSG00000285638,0
ENSG00000230987,0
ENSG00000228167,0
ENSG00000150732,0
ENSG00000157064,0
ENSG00000288139,6
ENSG00000059588,1070
ENSG00000162782,0
ENSG00000238051,0
ENSG00000233196,1
ENSG00000229220,0
ENSG00000227747,0
ENSG00000228081,3
ENSG00000228020,0
ENSG00000234975,811
ENSG00000162851,962
ENSG00000271427,24
ENSG00000143353,455
ENSG00000197965,682
ENSG00000143493,1411
ENSG00000230777,20
ENSG00000179397,104
ENSG00000224540,1
ENSG00000186197,833
ENSG00000229067,0
ENSG00000261182,0
ENSG00000162670,0
ENSG00000225712,2
ENSG00000162761,0
ENSG00000143199,34
ENSG00000007908,2
ENSG00000092978,1245
ENSG00000188404,4693
ENSG00000274702,0
ENSG00000226211,0
ENSG00000203697,0
ENSG00000116574,436
ENSG00000143248,40
ENSG00000162814,3
ENSG00000225172,0
ENSG00000261642,0
ENSG00000228239,0
ENSG00000237283,0
ENSG00000116132,0
ENSG00000229242,0
ENSG00000234984,0
ENSG00000229983,0
ENSG00000225122,0
ENSG00000225920,57
ENSG00000143476,150
ENSG00000057252,6340
ENSG00000285718,0
ENSG00000233018,1
ENSG00000224783,0
ENSG00000162852,2673
ENSG00000268062,2
ENSG00000116962,7
ENSG00000229757,817
ENSG00000220749,1366
ENSG00000181450,1193
ENSG00000225300,109
ENSG00000223842,27
ENSG00000143355,0
ENSG00000237193,0
ENSG00000223490,5
ENSG00000174502,0
ENSG00000143195,67
ENSG00000162849,39
ENSG00000232824,50
ENSG00000067533,1802
ENSG00000228955,33
ENSG00000224702,0
ENSG00000271811,0
ENSG00000224278,0
ENSG00000226486,0
ENSG00000227687,0
ENSG00000231814,0
ENSG00000277007,18
ENSG00000229016,8
ENSG00000152104,130
ENSG00000117650,8
ENSG00000203724,22
ENSG00000225006,0
ENSG00000223375,6
ENSG00000230714,0
ENSG00000173726,3978
ENSG00000282852,2
ENSG00000152382,1177
ENSG00000232100,0
ENSG00000230547,2
ENSG00000232215,0
ENSG00000135829,14854
ENSG00000134717,1087
ENSG00000278180,0
ENSG00000232341,11
ENSG00000287676,18
ENSG00000236792,157
ENSG00000143207,2897
ENSG00000270859,0
ENSG00000238224,0
ENSG00000237492,2
ENSG00000150681,5
ENSG00000116906,2356
ENSG00000092969,8
ENSG00000157181,909
ENSG00000250762,0
ENSG00000076258,127
ENSG00000117697,1884
ENSG00000235083,0
ENSG00000162669,1
ENSG00000225904,2
ENSG00000143641,3116
ENSG00000010932,1
ENSG00000010072,893
ENSG00000135766,613
ENSG00000238054,0
ENSG00000168243,3121
ENSG00000281453,0
ENSG00000237469,0
ENSG00000227613,0
ENSG00000116183,7
ENSG00000231612,7
ENSG00000271036,0
ENSG00000226868,0
ENSG00000279401,2
ENSG00000287450,4
ENSG00000237011,8
ENSG00000066027,5136
ENSG00000173728,21
ENSG00000225811,0
ENSG00000273093,0
ENSG00000185523,9
ENSG00000116711,0
ENSG00000226750,1
ENSG00000285665,61
ENSG00000231022,0
ENSG00000224436,0
ENSG00000234915,37
ENSG00000227585,0
ENSG00000157060,0
ENSG00000237213,1
ENSG00000213045,0
ENSG00000230063,73
ENSG00000235467,0
ENSG00000123684,5226
ENSG00000225338,64
ENSG00000224407,0
ENSG00000232463,1
ENSG00000225171,53
ENSG00000235386,0
ENSG00000213690,0
ENSG00000229832,56
ENSG00000237514,3
ENSG00000287856,0
ENSG00000203705,485
ENSG00000224040,76
ENSG00000228686,74
ENSG00000174175,34
ENSG00000236401,0
ENSG00000215800,0
ENSG00000270936,9
ENSG00000008118,1
ENSG00000171161,1512
ENSG00000241505,0
ENSG00000261453,0
ENSG00000231020,0
ENSG00000270818,0
ENSG00000196878,22
ENSG00000225561,0
ENSG00000074964,0
ENSG00000223847,0
ENSG00000277704,0
ENSG00000240963,4
ENSG00000226570,0
ENSG00000198929,1
ENSG00000174606,2399
ENSG00000236905,1
ENSG00000227887,2
ENSG00000116903,3265
ENSG00000226196,0
ENSG00000287354,20
ENSG00000233827,2
ENSG00000198797,0
ENSG00000151414,6330
ENSG00000177614,0
ENSG00000235182,0
ENSG00000287157,27
ENSG00000225755,27
ENSG00000197472,1
ENSG00000230184,61
ENSG00000232436,0
ENSG00000136643,2153
ENSG00000236317,9
ENSG00000176855,0
ENSG00000225401,27
ENSG00000228190,0
ENSG00000135747,0
ENSG00000069248,3131
ENSG00000253148,0
ENSG00000227751,0
ENSG00000090104,1218
ENSG00000236468,0
ENSG00000185220,495
ENSG00000236101,0
ENSG00000162769,923
ENSG00000278684,0
ENSG00000236775,0
ENSG00000042781,0
ENSG00000228646,0
ENSG00000233332,0
ENSG00000231984,0
ENSG00000277462,308
ENSG00000035687,3505
ENSG00000180287,0
ENSG00000226693,0
ENSG00000231272,0
ENSG00000223828,75
ENSG00000226723,529
ENSG00000272672,13
ENSG00000235096,30
ENSG00000007341,886
ENSG00000143324,3933
ENSG00000225222,26
ENSG00000198842,0
ENSG00000286619,10
ENSG00000198756,1285
ENSG00000227554,2
ENSG00000178596,0
ENSG00000054282,921
ENSG00000183780,7
ENSG00000229663,0
ENSG00000162702,2932
ENSG00000228530,0
ENSG00000143194,0
ENSG00000054267,6978
ENSG00000287921,0
ENSG00000232166,0
ENSG00000175137,1427
ENSG00000134245,96
ENSG00000187889,0
ENSG00000097046,762
ENSG00000231378,85
ENSG00000235605,16
ENSG00000224857,2
ENSG00000273367,19
ENSG00000231605,0
ENSG00000236358,20
ENSG00000203737,248
ENSG00000215873,0
ENSG00000185420,808
ENSG00000272175,10
ENSG00000213070,3
ENSG00000229747,0
ENSG00000136636,17
ENSG00000225486,1
ENSG00000163874,3400
ENSG00000213068,0
ENSG00000054392,381
ENSG00000188739,100
ENSG00000273198,5
ENSG00000225719,0
ENSG00000273483,5
ENSG00000232809,0
ENSG00000285981,0
ENSG00000215796,19
ENSG00000233047,0
ENSG00000143341,2
ENSG00000116703,8
ENSG00000264341,1
ENSG00000264101,0
ENSG00000252404,0
ENSG00000243267,8
ENSG00000252151,0
ENSG00000252969,1
ENSG00000252956,0
ENSG00000284357,0
ENSG00000207237,2
ENSG00000252691,0
ENSG00000207941,0
ENSG00000199963,0
ENSG00000264698,0
ENSG00000207328,0
ENSG00000207466,0
ENSG00000252368,0
ENSG00000206779,11
ENSG00000200796,0
ENSG00000252190,0
ENSG00000283724,0
ENSG00000284410,0
ENSG00000252018,0
ENSG00000206627,3
ENSG00000207508,10
ENSG00000200171,0
ENSG00000207194,8
ENSG00000283477,0
ENSG00000263675,33
ENSG00000238653,0
ENSG00000212624,8
ENSG00000200575,3
ENSG00000212360,1
ENSG00000251825,0
ENSG00000222624,0
ENSG00000223152,0
ENSG00000212308,0
ENSG00000276081,0
ENSG00000239640,0
ENSG00000252338,0
ENSG00000239319,0
ENSG00000251767,0
ENSG00000202263,0
ENSG00000199318,0
ENSG00000199666,0
ENSG00000200601,0
ENSG00000242482,0
ENSG00000201620,0
ENSG00000206817,0
ENSG00000264963,0
ENSG00000198974,15
ENSG00000212248,7
ENSG00000207962,8
ENSG00000207234,21
ENSG00000202259,7
ENSG00000212459,0
ENSG00000263526,0
ENSG00000211575,3
ENSG00000202254,1
ENSG00000201491,0
ENSG00000275455,2
ENSG00000200800,0
ENSG00000252530,0
ENSG00000200536,3
ENSG00000211543,0
ENSG00000252797,0
ENSG00000212266,1
ENSG00000222209,0
ENSG00000277141,0
ENSG00000215930,11
ENSG00000238761,0
ENSG00000222069,9
ENSG00000252005,0
ENSG00000252510,0
ENSG00000252830,0
ENSG00000283296,0
ENSG00000252717,0
ENSG00000277313,3
ENSG00000207472,0
ENSG00000199849,0
ENSG00000212538,0
ENSG00000251813,0
ENSG00000207108,0
ENSG00000202491,0
ENSG00000201596,0
ENSG00000273629,3
ENSG00000201493,0
ENSG00000200139,0
ENSG00000253025,2
ENSG00000201544,32
ENSG00000202498,0
ENSG00000221545,5
ENSG00000252906,37
ENSG00000202329,0
ENSG00000242794,0
ENSG00000283340,0
ENSG00000252860,0
ENSG00000263390,0
ENSG00000207181,40
ENSG00000264377,0
ENSG00000207149,0
ENSG00000284485,0
ENSG00000239494,39
ENSG00000199442,0
ENSG00000239690,0
ENSG00000202184,11
ENSG00000241395,7
ENSG00000200982,0
ENSG00000222407,5
ENSG00000200495,3
ENSG00000252553,0
ENSG00000222240,0
ENSG00000212187,10
ENSG00000200036,0
ENSG00000212610,0
ENSG00000200327,0
ENSG00000200972,0
ENSG00000252011,0
ENSG00000207326,8
ENSG00000212205,26
ENSG00000264358,0
ENSG00000212527,0
ENSG00000252879,0
ENSG00000202264,0
ENSG00000285609,0
ENSG00000252084,0
ENSG00000200085,0
ENSG00000264500,0
ENSG00000202025,0
ENSG00000225545,0
ENSG00000206990,0
ENSG00000230175,17
ENSG00000225272,32
ENSG00000273365,1
ENSG00000230659,0
ENSG00000162545,543
ENSG00000090432,1630
ENSG00000215520,0
ENSG00000183114,0
ENSG00000158825,0
ENSG00000158828,555
ENSG00000284005,0
ENSG00000234473,143
ENSG00000238754,20
ENSG00000221680,14
ENSG00000162630,466
ENSG00000276735,11
ENSG00000229639,0
ENSG00000287453,0
ENSG00000270615,0
ENSG00000287283,0
ENSG00000240692,1
ENSG00000237919,0
ENSG00000066557,1234
ENSG00000244389,23
ENSG00000228988,46
ENSG00000118454,3470
ENSG00000116761,261
ENSG00000278636,2
ENSG00000271992,3
ENSG00000237033,0
ENSG00000007968,15
ENSG00000117318,85
ENSG00000229239,0
ENSG00000142676,29875
ENSG00000057757,2379
ENSG00000117308,384
ENSG00000273844,0
ENSG00000235748,0
ENSG00000221879,0
ENSG00000230260,1
ENSG00000199241,0
ENSG00000223963,0
ENSG00000215802,0
ENSG00000233615,0
ENSG00000238085,112
ENSG00000265831,0
ENSG00000224348,0
ENSG00000287738,2
ENSG00000132703,0
ENSG00000276632,0
ENSG00000223603,0
ENSG00000132693,0
ENSG00000235226,0
ENSG00000158716,424
ENSG00000181036,802
ENSG00000158714,25
ENSG00000212161,2
ENSG00000243284,3
ENSG00000213085,15
ENSG00000266458,0
ENSG00000287040,4
ENSG00000279430,11
ENSG00000162723,0
ENSG00000273933,7
ENSG00000256029,9
ENSG00000188004,4
ENSG00000266580,0
ENSG00000254545,0
ENSG00000269967,74
ENSG00000228634,146
ENSG00000284702,0
ENSG00000221040,0
ENSG00000163399,12364
ENSG00000212385,0
ENSG00000200547,0
ENSG00000224950,143
ENSG00000177888,1871
ENSG00000243364,155
ENSG00000251246,0
ENSG00000143590,19
ENSG00000202027,0
ENSG00000169242,56
ENSG00000169241,1075
ENSG00000223452,0
ENSG00000163463,95
ENSG00000273088,0
ENSG00000284586,0
ENSG00000169231,122
ENSG00000177628,1159
ENSG00000143630,112
ENSG00000143627,3
ENSG00000253074,0
ENSG00000252116,0
ENSG00000228523,4
ENSG00000223263,43
ENSG00000207504,0
ENSG00000238139,0
ENSG00000197721,0
ENSG00000244703,5
ENSG00000226289,0
ENSG00000285239,0
ENSG00000234219,11
ENSG00000174059,2
ENSG00000158731,0
ENSG00000201746,2
ENSG00000264881,0
ENSG00000199562,58
ENSG00000264501,0
ENSG00000284735,16
ENSG00000284642,3
ENSG00000142657,3963
ENSG00000271989,4
ENSG00000251503,5
ENSG00000175279,24
ENSG00000160049,1108
ENSG00000203469,0
ENSG00000236035,89
ENSG00000221643,11
ENSG00000227417,70
ENSG00000223505,28
ENSG00000182004,620
ENSG00000236430,24
ENSG00000130768,4
ENSG00000238231,14
ENSG00000240750,19
ENSG00000158156,492
ENSG00000182118,292
ENSG00000283799,0
ENSG00000227934,128
ENSG00000229595,0
ENSG00000143633,573
ENSG00000281912,38
ENSG00000288208,0
ENSG00000132773,538
ENSG00000070759,664
ENSG00000236872,20
ENSG00000280670,147
ENSG00000132763,339
ENSG00000226164,0
ENSG00000224014,0
ENSG00000215795,43
ENSG00000259865,126
ENSG00000283881,0
ENSG00000252516,21
ENSG00000214144,68
ENSG00000235818,0
ENSG00000202079,10
ENSG00000169224,1
ENSG00000177489,0
ENSG00000177476,0
ENSG00000283369,0
ENSG00000230411,0
ENSG00000251977,0
ENSG00000252254,0
ENSG00000227854,6
ENSG00000215805,0
ENSG00000228818,139
ENSG00000202041,0
ENSG00000223694,0
ENSG00000233735,0
ENSG00000133019,18
ENSG00000162636,3049
ENSG00000162639,1452
ENSG00000134186,4067
ENSG00000143107,10
ENSG00000232971,0
ENSG00000116266,2583
ENSG00000228076,57
ENSG00000237349,8
ENSG00000244716,12765
ENSG00000228665,15
ENSG00000228054,0
ENSG00000215717,2723
ENSG00000278249,0
ENSG00000251484,72
ENSG00000132676,3700
ENSG00000234937,55
ENSG00000132718,7813
ENSG00000283442,7
ENSG00000132680,2302
ENSG00000207475,12
ENSG00000280466,0
ENSG00000281394,0
ENSG00000277817,2
ENSG00000224276,0
ENSG00000163479,6587
ENSG00000160803,2660
ENSG00000132698,1
ENSG00000252236,0
ENSG00000260238,1
ENSG00000242252,5
ENSG00000198952,3491
ENSG00000163472,190
ENSG00000163468,6944
ENSG00000132677,0
ENSG00000207933,0
ENSG00000254726,9
ENSG00000186377,0
ENSG00000186160,0
ENSG00000225154,0
ENSG00000225514,0
ENSG00000162366,0
ENSG00000226252,0
ENSG00000186790,10
ENSG00000237424,140
ENSG00000189030,1
ENSG00000162763,0
ENSG00000143061,13
ENSG00000203740,0
ENSG00000162374,2
ENSG00000168275,462
ENSG00000241563,6
ENSG00000153207,4016
ENSG00000156869,86
ENSG00000033122,118
ENSG00000143278,0
ENSG00000116678,402
ENSG00000159352,2779
ENSG00000158710,6845
ENSG00000049239,4141
ENSG00000186564,97
ENSG00000244038,5487
ENSG00000116690,66
ENSG00000126091,469
ENSG00000171163,352
ENSG00000172456,459
ENSG00000158786,4
ENSG00000118733,0
ENSG00000157870,640
ENSG00000179085,274
ENSG00000173080,153
ENSG00000276470,0
ENSG00000278852,0
ENSG00000275915,0
ENSG00000120937,0
ENSG00000224904,2
ENSG00000201801,23
ENSG00000083444,775
ENSG00000287384,1
ENSG00000270914,3
ENSG00000116691,428
ENSG00000202461,2
ENSG00000276869,0
ENSG00000243539,2
ENSG00000120949,17
ENSG00000201135,1
ENSG00000227875,0
ENSG00000285604,1
ENSG00000283789,1
ENSG00000263676,7
ENSG00000200591,5
ENSG00000162521,6128
ENSG00000162520,8
ENSG00000162522,164
ENSG00000116497,2455
ENSG00000121905,3
ENSG00000121900,11
ENSG00000278966,5
ENSG00000143222,2637
ENSG00000143224,363
ENSG00000158850,2120
ENSG00000158859,44
ENSG00000158869,5
ENSG00000158882,476
ENSG00000284035,2
ENSG00000248485,10
ENSG00000188931,254
ENSG00000236484,2
ENSG00000288093,93
ENSG00000206921,0
ENSG00000215840,45
ENSG00000277882,4
ENSG00000283317,26
ENSG00000277762,1
ENSG00000227139,0
ENSG00000265107,3
ENSG00000234190,0
ENSG00000223728,0
ENSG00000121634,0
ENSG00000188092,961
ENSG00000273059,0
ENSG00000206791,0
ENSG00000206585,68
ENSG00000198658,265
ENSG00000238382,0
ENSG00000207190,0
ENSG00000200508,0
ENSG00000116688,5121
ENSG00000188800,5
ENSG00000084073,3392
ENSG00000231296,5
ENSG00000049089,83
ENSG00000227311,4
ENSG00000213172,0
ENSG00000284677,27
ENSG00000187801,364
ENSG00000260920,254
ENSG00000255054,0
ENSG00000127423,19
ENSG00000182749,144
ENSG00000207302,0
ENSG00000229786,0
ENSG00000223624,4
ENSG00000283938,0
ENSG00000199385,0
ENSG00000263381,0
ENSG00000126106,159
ENSG00000198520,88
ENSG00000142945,143
ENSG00000142937,33495
ENSG00000264294,0
ENSG00000200913,100
ENSG00000202031,2
ENSG00000207421,0
ENSG00000281859,0
ENSG00000234093,563
ENSG00000202444,0
ENSG00000226499,6
ENSG00000070785,525
ENSG00000253039,3
ENSG00000229815,11
ENSG00000232369,1
ENSG00000268949,0
ENSG00000126107,1352
ENSG00000126088,765
ENSG00000234315,0
ENSG00000162408,3285
ENSG00000229519,41
ENSG00000173662,4
ENSG00000204859,720
ENSG00000230735,89
ENSG00000171488,6869
ENSG00000226394,85
ENSG00000237200,50
ENSG00000070886,0
ENSG00000276835,0
ENSG00000265422,0
ENSG00000223776,23
ENSG00000273058,83
ENSG00000230325,13
ENSG00000119285,7344
ENSG00000226498,55
ENSG00000237991,212
ENSG00000244020,0
ENSG00000288099,0
ENSG00000225886,13
ENSG00000206767,0
ENSG00000226662,0
ENSG00000207095,0
ENSG00000231344,8
ENSG00000230833,2
ENSG00000117758,1128
ENSG00000269971,23
ENSG00000270031,7
ENSG00000223062,4
ENSG00000286433,9
ENSG00000117751,2613
ENSG00000252947,34
ENSG00000130775,818
ENSG00000117748,2730
ENSG00000223643,0
ENSG00000230239,0
ENSG00000263811,0
ENSG00000277234,0
ENSG00000235241,0
ENSG00000207005,402
ENSG00000117122,11
ENSG00000159363,1453
ENSG00000117115,0
ENSG00000282843,0
ENSG00000142623,0
ENSG00000142619,0
ENSG00000266634,0
ENSG00000199459,0
ENSG00000273264,2
ENSG00000282057,1
ENSG00000199934,2
ENSG00000142871,35
ENSG00000226643,0
ENSG00000234419,1
ENSG00000276997,59
ENSG00000222399,0
ENSG00000267305,1
ENSG00000143512,5
ENSG00000143498,448
ENSG00000154305,5165
ENSG00000229399,13
ENSG00000272750,149
ENSG00000186063,2509
ENSG00000162819,3996
ENSG00000234523,18
ENSG00000164010,348
ENSG00000164011,384
ENSG00000233708,2
ENSG00000225099,25
ENSG00000284138,59
ENSG00000207256,2
ENSG00000283136,0
ENSG00000277513,0
ENSG00000154309,714
ENSG00000226967,0
ENSG00000229570,0
ENSG00000203857,0
ENSG00000226443,0
ENSG00000249798,0
ENSG00000239873,0
ENSG00000240244,0
ENSG00000260941,0
ENSG00000198857,0
ENSG00000143067,0
ENSG00000134240,1
ENSG00000134193,49
ENSG00000227205,1
ENSG00000226446,0
ENSG00000134249,1
ENSG00000092621,492
ENSG00000027644,26
ENSG00000241992,0
ENSG00000137970,27758
ENSG00000223229,0
ENSG00000226973,0
ENSG00000274468,0
ENSG00000130764,1876
ENSG00000266075,14
ENSG00000272153,42
ENSG00000230026,1
