,kupritz-26037-002
ENSG00000189433,0
ENSG00000142700,0
ENSG00000233514,55
ENSG00000127124,2395
ENSG00000266993,71
ENSG00000229316,0
ENSG00000234099,20
ENSG00000137936,95
ENSG00000232752,14
ENSG00000235829,1
ENSG00000143032,0
ENSG00000280040,0
ENSG00000117519,256
ENSG00000238037,0
ENSG00000134215,569
ENSG00000227935,0
ENSG00000228502,2505
ENSG00000271277,0
ENSG00000236888,2
ENSG00000230828,0
ENSG00000152078,21
ENSG00000171492,6165
ENSG00000233129,7
ENSG00000170989,14603
ENSG00000237897,3
ENSG00000137962,0
ENSG00000286692,6
ENSG00000260464,50
ENSG00000231996,0
ENSG00000117154,0
ENSG00000162377,307
ENSG00000116774,55
ENSG00000287756,0
ENSG00000284652,1
ENSG00000023909,913
ENSG00000069702,5471
ENSG00000228399,74
ENSG00000236776,0
ENSG00000271252,0
ENSG00000235794,5
ENSG00000233983,0
ENSG00000116793,427
ENSG00000232918,0
ENSG00000183298,1151
ENSG00000117525,0
ENSG00000162699,0
ENSG00000203914,4
ENSG00000270457,0
ENSG00000231987,0
ENSG00000229842,7
ENSG00000198162,7381
ENSG00000171517,100
ENSG00000203864,0
ENSG00000233482,0
ENSG00000143079,90
ENSG00000232450,25
ENSG00000235038,7
ENSG00000173947,15
ENSG00000134198,203
ENSG00000279513,66
ENSG00000117620,1418
ENSG00000162688,2585
ENSG00000197106,5
ENSG00000231072,0
ENSG00000185946,1223
ENSG00000162627,7
ENSG00000265808,3615
ENSG00000225923,0
ENSG00000134247,108
ENSG00000162664,1306
ENSG00000134253,64
ENSG00000223416,701
ENSG00000179571,0
ENSG00000227850,15
ENSG00000285532,0
ENSG00000226755,5
ENSG00000183508,3174
ENSG00000277095,0
ENSG00000264145,0
ENSG00000238256,0
ENSG00000198765,0
ENSG00000143398,1826
ENSG00000196505,2751
ENSG00000223489,0
ENSG00000230546,0
ENSG00000213262,6
ENSG00000287015,0
ENSG00000235526,0
ENSG00000228347,0
ENSG00000236012,0
ENSG00000134200,4
ENSG00000065183,1880
ENSG00000226126,0
ENSG00000163156,883
ENSG00000228453,0
ENSG00000261168,12
ENSG00000233432,9
ENSG00000229911,0
ENSG00000171943,832
ENSG00000270719,6
ENSG00000155761,33
ENSG00000116830,1252
ENSG00000234422,0
ENSG00000227091,0
ENSG00000081026,548
ENSG00000143458,1332
ENSG00000230932,0
ENSG00000225036,0
ENSG00000250890,3
ENSG00000232240,0
ENSG00000234388,0
ENSG00000233717,0
ENSG00000163155,461
ENSG00000241975,36
ENSG00000270976,0
ENSG00000228217,317
ENSG00000270342,0
ENSG00000116824,12585
ENSG00000235887,0
ENSG00000235756,0
ENSG00000173810,1
ENSG00000271890,0
ENSG00000283360,68
ENSG00000117262,824
ENSG00000227970,0
ENSG00000231613,26
ENSG00000236689,4
ENSG00000226028,0
ENSG00000203825,1
ENSG00000184371,708
ENSG00000233449,0
ENSG00000242943,0
ENSG00000232499,518
ENSG00000163154,967
ENSG00000232995,226
ENSG00000238087,0
ENSG00000143158,660
ENSG00000271092,3
ENSG00000232148,1
ENSG00000000460,440
ENSG00000135862,3
ENSG00000232952,169
ENSG00000260322,0
ENSG00000143156,404
ENSG00000198771,11370
ENSG00000225462,1
ENSG00000237756,9
ENSG00000271187,0
ENSG00000231175,0
ENSG00000143185,207
ENSG00000272931,48
ENSG00000143190,4322
ENSG00000225475,6
ENSG00000232223,0
ENSG00000224468,0
ENSG00000232551,0
ENSG00000238270,0
ENSG00000236025,0
ENSG00000230704,0
ENSG00000143171,0
ENSG00000275767,0
ENSG00000047410,10663
ENSG00000171806,309
ENSG00000134216,0
ENSG00000230748,0
ENSG00000238108,0
ENSG00000135842,9330
ENSG00000287472,0
ENSG00000241318,177
ENSG00000228238,1
ENSG00000232393,4
ENSG00000184155,0
ENSG00000058085,1
ENSG00000232917,9
ENSG00000233057,357
ENSG00000143167,605
ENSG00000143184,319
ENSG00000224691,0
ENSG00000233626,5
ENSG00000143228,90
ENSG00000231714,0
ENSG00000116833,5
ENSG00000000457,1669
ENSG00000285638,0
ENSG00000230987,0
ENSG00000228167,0
ENSG00000150732,0
ENSG00000157064,0
ENSG00000288139,7
ENSG00000059588,1452
ENSG00000162782,0
ENSG00000238051,0
ENSG00000233196,1
ENSG00000229220,0
ENSG00000227747,5
ENSG00000228081,20
ENSG00000228020,0
ENSG00000234975,1098
ENSG00000162851,384
ENSG00000271427,48
ENSG00000143353,514
ENSG00000197965,474
ENSG00000143493,822
ENSG00000230777,45
ENSG00000179397,105
ENSG00000224540,1
ENSG00000186197,388
ENSG00000229067,0
ENSG00000261182,0
ENSG00000162670,0
ENSG00000225712,3
ENSG00000162761,0
ENSG00000143199,37
ENSG00000007908,4
ENSG00000092978,912
ENSG00000188404,35054
ENSG00000274702,0
ENSG00000226211,0
ENSG00000203697,1
ENSG00000116574,389
ENSG00000143248,78
ENSG00000162814,0
ENSG00000225172,0
ENSG00000261642,0
ENSG00000228239,0
ENSG00000237283,0
ENSG00000116132,0
ENSG00000229242,0
ENSG00000234984,0
ENSG00000229983,0
ENSG00000225122,0
ENSG00000225920,90
ENSG00000143476,20
ENSG00000057252,5898
ENSG00000285718,0
ENSG00000233018,4
ENSG00000224783,0
ENSG00000162852,5837
ENSG00000268062,4
ENSG00000116962,6
ENSG00000229757,20
ENSG00000220749,2015
ENSG00000181450,714
ENSG00000225300,414
ENSG00000223842,45
ENSG00000143355,0
ENSG00000237193,0
ENSG00000223490,5
ENSG00000174502,0
ENSG00000143195,24
ENSG00000162849,51
ENSG00000232824,63
ENSG00000067533,968
ENSG00000228955,112
ENSG00000224702,0
ENSG00000271811,0
ENSG00000224278,0
ENSG00000226486,0
ENSG00000227687,0
ENSG00000231814,0
ENSG00000277007,37
ENSG00000229016,11
ENSG00000152104,495
ENSG00000117650,3
ENSG00000203724,1
ENSG00000225006,0
ENSG00000223375,5
ENSG00000230714,0
ENSG00000173726,4460
ENSG00000282852,6
ENSG00000152382,1041
ENSG00000232100,0
ENSG00000230547,0
ENSG00000232215,23
ENSG00000135829,9907
ENSG00000134717,1319
ENSG00000278180,0
ENSG00000232341,13
ENSG00000287676,19
ENSG00000236792,88
ENSG00000143207,2861
ENSG00000270859,0
ENSG00000238224,0
ENSG00000237492,15
ENSG00000150681,7
ENSG00000116906,1848
ENSG00000092969,5
ENSG00000157181,842
ENSG00000250762,2
ENSG00000076258,59
ENSG00000117697,2097
ENSG00000235083,0
ENSG00000162669,2
ENSG00000225904,0
ENSG00000143641,1332
ENSG00000010932,0
ENSG00000010072,875
ENSG00000135766,1511
ENSG00000238054,0
ENSG00000168243,227
ENSG00000281453,0
ENSG00000237469,0
ENSG00000227613,0
ENSG00000116183,10
ENSG00000231612,2
ENSG00000271036,0
ENSG00000226868,0
ENSG00000279401,0
ENSG00000287450,1
ENSG00000237011,41
ENSG00000066027,3859
ENSG00000173728,32
ENSG00000225811,0
ENSG00000273093,0
ENSG00000185523,4
ENSG00000116711,0
ENSG00000226750,1
ENSG00000285665,51
ENSG00000231022,0
ENSG00000224436,0
ENSG00000234915,47
ENSG00000227585,0
ENSG00000157060,0
ENSG00000237213,14
ENSG00000213045,0
ENSG00000230063,90
ENSG00000235467,0
ENSG00000123684,2552
ENSG00000225338,126
ENSG00000224407,0
ENSG00000232463,2
ENSG00000225171,60
ENSG00000235386,0
ENSG00000213690,0
ENSG00000229832,84
ENSG00000237514,0
ENSG00000287856,0
ENSG00000203705,363
ENSG00000224040,75
ENSG00000228686,141
ENSG00000174175,162
ENSG00000236401,0
ENSG00000215800,0
ENSG00000270936,3
ENSG00000008118,1
ENSG00000171161,1801
ENSG00000241505,0
ENSG00000261453,2
ENSG00000231020,0
ENSG00000270818,0
ENSG00000196878,15
ENSG00000225561,0
ENSG00000074964,0
ENSG00000223847,0
ENSG00000277704,0
ENSG00000240963,3
ENSG00000226570,0
ENSG00000198929,6
ENSG00000174606,2401
ENSG00000236905,1
ENSG00000227887,6
ENSG00000116903,2736
ENSG00000226196,0
ENSG00000287354,8
ENSG00000233827,1
ENSG00000198797,0
ENSG00000151414,4674
ENSG00000177614,5
ENSG00000235182,0
ENSG00000287157,7
ENSG00000225755,21
ENSG00000197472,0
ENSG00000230184,93
ENSG00000232436,0
ENSG00000136643,1372
ENSG00000236317,4
ENSG00000176855,0
ENSG00000225401,64
ENSG00000228190,0
ENSG00000135747,0
ENSG00000069248,2423
ENSG00000253148,0
ENSG00000227751,0
ENSG00000090104,1889
ENSG00000236468,0
ENSG00000185220,366
ENSG00000236101,0
ENSG00000162769,592
ENSG00000278684,0
ENSG00000236775,0
ENSG00000042781,13
ENSG00000228646,0
ENSG00000233332,0
ENSG00000231984,0
ENSG00000277462,164
ENSG00000035687,2718
ENSG00000180287,0
ENSG00000226693,0
ENSG00000231272,0
ENSG00000223828,35
ENSG00000226723,292
ENSG00000272672,111
ENSG00000235096,40
ENSG00000007341,874
ENSG00000143324,2837
ENSG00000225222,49
ENSG00000198842,1
ENSG00000286619,8
ENSG00000198756,598
ENSG00000227554,4
ENSG00000178596,0
ENSG00000054282,1226
ENSG00000183780,8
ENSG00000229663,1
ENSG00000162702,2743
ENSG00000228530,0
ENSG00000143194,11
ENSG00000054267,7574
ENSG00000287921,0
ENSG00000232166,1
ENSG00000175137,1877
ENSG00000134245,167
ENSG00000187889,0
ENSG00000097046,466
ENSG00000231378,44
ENSG00000235605,12
ENSG00000224857,1
ENSG00000273367,65
ENSG00000231605,1
ENSG00000236358,52
ENSG00000203737,272
ENSG00000215873,0
ENSG00000185420,1048
ENSG00000272175,15
ENSG00000213070,4
ENSG00000229747,0
ENSG00000136636,144
ENSG00000225486,0
ENSG00000163874,2226
ENSG00000213068,0
ENSG00000054392,251
ENSG00000188739,163
ENSG00000273198,3
ENSG00000225719,0
ENSG00000273483,9
ENSG00000232809,0
ENSG00000285981,0
ENSG00000215796,15
ENSG00000233047,0
ENSG00000143341,7
ENSG00000116703,19
ENSG00000264341,4
ENSG00000264101,0
ENSG00000252404,0
ENSG00000243267,15
ENSG00000252151,0
ENSG00000252969,2
ENSG00000252956,0
ENSG00000284357,0
ENSG00000207237,3
ENSG00000252691,0
ENSG00000207941,0
ENSG00000199963,0
ENSG00000264698,0
ENSG00000207328,0
ENSG00000207466,0
ENSG00000252368,0
ENSG00000206779,5
ENSG00000200796,0
ENSG00000252190,0
ENSG00000283724,0
ENSG00000284410,0
ENSG00000252018,3
ENSG00000206627,7
ENSG00000207508,30
ENSG00000200171,0
ENSG00000207194,5
ENSG00000283477,0
ENSG00000263675,28
ENSG00000238653,0
ENSG00000212624,5
ENSG00000200575,20
ENSG00000212360,11
ENSG00000251825,0
ENSG00000222624,0
ENSG00000223152,0
ENSG00000212308,0
ENSG00000276081,0
ENSG00000239640,0
ENSG00000252338,0
ENSG00000239319,0
ENSG00000251767,2
ENSG00000202263,0
ENSG00000199318,0
ENSG00000199666,0
ENSG00000200601,0
ENSG00000242482,0
ENSG00000201620,0
ENSG00000206817,0
ENSG00000264963,0
ENSG00000198974,19
ENSG00000212248,16
ENSG00000207962,8
ENSG00000207234,35
ENSG00000202259,5
ENSG00000212459,0
ENSG00000263526,0
ENSG00000211575,9
ENSG00000202254,0
ENSG00000201491,0
ENSG00000275455,0
ENSG00000200800,0
ENSG00000252530,0
ENSG00000200536,1
ENSG00000211543,0
ENSG00000252797,0
ENSG00000212266,1
ENSG00000222209,0
ENSG00000277141,0
ENSG00000215930,5
ENSG00000238761,0
ENSG00000222069,18
ENSG00000252005,0
ENSG00000252510,0
ENSG00000252830,0
ENSG00000283296,1
ENSG00000252717,0
ENSG00000277313,4
ENSG00000207472,0
ENSG00000199849,0
ENSG00000212538,0
ENSG00000251813,0
ENSG00000207108,0
ENSG00000202491,0
ENSG00000201596,0
ENSG00000273629,4
ENSG00000201493,0
ENSG00000200139,0
ENSG00000253025,0
ENSG00000201544,36
ENSG00000202498,0
ENSG00000221545,4
ENSG00000252906,56
ENSG00000202329,0
ENSG00000242794,0
ENSG00000283340,0
ENSG00000252860,0
ENSG00000263390,0
ENSG00000207181,47
ENSG00000264377,0
ENSG00000207149,0
ENSG00000284485,0
ENSG00000239494,48
ENSG00000199442,1
ENSG00000239690,0
ENSG00000202184,19
ENSG00000241395,8
ENSG00000200982,3
ENSG00000222407,6
ENSG00000200495,5
ENSG00000252553,0
ENSG00000222240,0
ENSG00000212187,8
ENSG00000200036,1
ENSG00000212610,0
ENSG00000200327,0
ENSG00000200972,0
ENSG00000252011,1
ENSG00000207326,15
ENSG00000212205,13
ENSG00000264358,0
ENSG00000212527,0
ENSG00000252879,1
ENSG00000202264,0
ENSG00000285609,0
ENSG00000252084,0
ENSG00000200085,2
ENSG00000264500,0
ENSG00000202025,0
ENSG00000225545,0
ENSG00000206990,0
ENSG00000230175,18
ENSG00000225272,35
ENSG00000273365,20
ENSG00000230659,0
ENSG00000162545,155
ENSG00000090432,1033
ENSG00000215520,0
ENSG00000183114,0
ENSG00000158825,0
ENSG00000158828,462
ENSG00000284005,0
ENSG00000234473,256
ENSG00000238754,11
ENSG00000221680,15
ENSG00000162630,881
ENSG00000276735,8
ENSG00000229639,0
ENSG00000287453,0
ENSG00000270615,2
ENSG00000287283,7
ENSG00000240692,3
ENSG00000237919,4
ENSG00000066557,817
ENSG00000244389,18
ENSG00000228988,60
ENSG00000118454,2203
ENSG00000116761,96
ENSG00000278636,8
ENSG00000271992,2
ENSG00000237033,0
ENSG00000007968,85
ENSG00000117318,819
ENSG00000229239,30
ENSG00000142676,46636
ENSG00000057757,2056
ENSG00000117308,231
ENSG00000273844,0
ENSG00000235748,0
ENSG00000221879,0
ENSG00000230260,0
ENSG00000199241,0
ENSG00000223963,0
ENSG00000215802,0
ENSG00000233615,0
ENSG00000238085,204
ENSG00000265831,0
ENSG00000224348,0
ENSG00000287738,4
ENSG00000132703,0
ENSG00000276632,0
ENSG00000223603,0
ENSG00000132693,0
ENSG00000235226,1
ENSG00000158716,146
ENSG00000181036,46
ENSG00000158714,2
ENSG00000212161,2
ENSG00000243284,2
ENSG00000213085,51
ENSG00000266458,0
ENSG00000287040,16
ENSG00000279430,37
ENSG00000162723,0
ENSG00000273933,0
ENSG00000256029,14
ENSG00000188004,1
ENSG00000266580,0
ENSG00000254545,0
ENSG00000269967,68
ENSG00000228634,150
ENSG00000284702,3
ENSG00000221040,0
ENSG00000163399,9175
ENSG00000212385,0
ENSG00000200547,0
ENSG00000224950,123
ENSG00000177888,1854
ENSG00000243364,184
ENSG00000251246,0
ENSG00000143590,63
ENSG00000202027,0
ENSG00000169242,112
ENSG00000169241,645
ENSG00000223452,0
ENSG00000163463,122
ENSG00000273088,0
ENSG00000284586,0
ENSG00000169231,189
ENSG00000177628,882
ENSG00000143630,52
ENSG00000143627,2
ENSG00000253074,2
ENSG00000252116,0
ENSG00000228523,2
ENSG00000223263,32
ENSG00000207504,0
ENSG00000238139,0
ENSG00000197721,4
ENSG00000244703,9
ENSG00000226289,0
ENSG00000285239,0
ENSG00000234219,17
ENSG00000174059,1
ENSG00000158731,0
ENSG00000201746,5
ENSG00000264881,1
ENSG00000199562,37
ENSG00000264501,0
ENSG00000284735,21
ENSG00000284642,4
ENSG00000142657,1684
ENSG00000271989,2
ENSG00000251503,2
ENSG00000175279,20
ENSG00000160049,758
ENSG00000203469,0
ENSG00000236035,86
ENSG00000221643,10
ENSG00000227417,111
ENSG00000223505,26
ENSG00000182004,439
ENSG00000236430,31
ENSG00000130768,17
ENSG00000238231,27
ENSG00000240750,23
ENSG00000158156,538
ENSG00000182118,306
ENSG00000283799,0
ENSG00000227934,92
ENSG00000229595,0
ENSG00000143633,505
ENSG00000281912,39
ENSG00000288208,0
ENSG00000132773,468
ENSG00000070759,481
ENSG00000236872,24
ENSG00000280670,189
ENSG00000132763,384
ENSG00000226164,0
ENSG00000224014,0
ENSG00000215795,47
ENSG00000259865,130
ENSG00000283881,0
ENSG00000252516,19
ENSG00000214144,22
ENSG00000235818,0
ENSG00000202079,7
ENSG00000169224,3
ENSG00000177489,0
ENSG00000177476,0
ENSG00000283369,0
ENSG00000230411,1
ENSG00000251977,0
ENSG00000252254,0
ENSG00000227854,8
ENSG00000215805,0
ENSG00000228818,77
ENSG00000202041,0
ENSG00000223694,0
ENSG00000233735,0
ENSG00000133019,25
ENSG00000162636,1269
ENSG00000162639,396
ENSG00000134186,4177
ENSG00000143107,22
ENSG00000232971,0
ENSG00000116266,2436
ENSG00000228076,63
ENSG00000237349,1
ENSG00000244716,15350
ENSG00000228665,34
ENSG00000228054,0
ENSG00000215717,2598
ENSG00000278249,0
ENSG00000251484,92
ENSG00000132676,3729
ENSG00000234937,66
ENSG00000132718,2469
ENSG00000283442,5
ENSG00000132680,2369
ENSG00000207475,19
ENSG00000280466,0
ENSG00000281394,0
ENSG00000277817,9
ENSG00000224276,1
ENSG00000163479,7501
ENSG00000160803,1032
ENSG00000132698,10
ENSG00000252236,1
ENSG00000260238,0
ENSG00000242252,5
ENSG00000198952,2257
ENSG00000163472,352
ENSG00000163468,3744
ENSG00000132677,0
ENSG00000207933,0
ENSG00000254726,0
ENSG00000186377,0
ENSG00000186160,0
ENSG00000225154,0
ENSG00000225514,0
ENSG00000162366,0
ENSG00000226252,0
ENSG00000186790,2
ENSG00000237424,77
ENSG00000189030,4
ENSG00000162763,0
ENSG00000143061,24
ENSG00000203740,0
ENSG00000162374,2
ENSG00000168275,436
ENSG00000241563,7
ENSG00000153207,4333
ENSG00000156869,25
ENSG00000033122,271
ENSG00000143278,0
ENSG00000116678,257
ENSG00000159352,1719
ENSG00000158710,8638
ENSG00000049239,3617
ENSG00000186564,31
ENSG00000244038,3663
ENSG00000116690,266
ENSG00000126091,658
ENSG00000171163,615
ENSG00000172456,312
ENSG00000158786,0
ENSG00000118733,0
ENSG00000157870,614
ENSG00000179085,193
ENSG00000173080,249
ENSG00000276470,0
ENSG00000278852,0
ENSG00000275915,0
ENSG00000120937,0
ENSG00000224904,3
ENSG00000201801,4
ENSG00000083444,130
ENSG00000287384,1
ENSG00000270914,0
ENSG00000116691,234
ENSG00000202461,8
ENSG00000276869,0
ENSG00000243539,0
ENSG00000120949,30
ENSG00000201135,0
ENSG00000227875,0
ENSG00000285604,0
ENSG00000283789,0
ENSG00000263676,4
ENSG00000200591,11
ENSG00000162521,4401
ENSG00000162520,6
ENSG00000162522,186
ENSG00000116497,2158
ENSG00000121905,3
ENSG00000121900,1
ENSG00000278966,8
ENSG00000143222,1959
ENSG00000143224,403
ENSG00000158850,2305
ENSG00000158859,72
ENSG00000158869,19
ENSG00000158882,282
ENSG00000284035,2
ENSG00000248485,29
ENSG00000188931,229
ENSG00000236484,3
ENSG00000288093,142
ENSG00000206921,0
ENSG00000215840,60
ENSG00000277882,16
ENSG00000283317,57
ENSG00000277762,5
ENSG00000227139,0
ENSG00000265107,0
ENSG00000234190,0
ENSG00000223728,0
ENSG00000121634,0
ENSG00000188092,1075
ENSG00000273059,5
ENSG00000206791,5
ENSG00000206585,34
ENSG00000198658,233
ENSG00000238382,0
ENSG00000207190,0
ENSG00000200508,0
ENSG00000116688,2707
ENSG00000188800,8
ENSG00000084073,1378
ENSG00000231296,6
ENSG00000049089,42
ENSG00000227311,4
ENSG00000213172,0
ENSG00000284677,31
ENSG00000187801,373
ENSG00000260920,302
ENSG00000255054,0
ENSG00000127423,35
ENSG00000182749,112
ENSG00000207302,0
ENSG00000229786,0
ENSG00000223624,0
ENSG00000283938,0
ENSG00000199385,0
ENSG00000263381,0
ENSG00000126106,134
ENSG00000198520,215
ENSG00000142945,73
ENSG00000142937,45298
ENSG00000264294,0
ENSG00000200913,124
ENSG00000202031,0
ENSG00000207421,0
ENSG00000281859,0
ENSG00000234093,898
ENSG00000202444,0
ENSG00000226499,12
ENSG00000070785,344
ENSG00000253039,1
ENSG00000229815,9
ENSG00000232369,1
ENSG00000268949,2
ENSG00000126107,1129
ENSG00000126088,532
ENSG00000234315,3
ENSG00000162408,2647
ENSG00000229519,42
ENSG00000173662,12
ENSG00000204859,838
ENSG00000230735,163
ENSG00000171488,8747
ENSG00000226394,175
ENSG00000237200,70
ENSG00000070886,1
ENSG00000276835,0
ENSG00000265422,0
ENSG00000223776,70
ENSG00000273058,115
ENSG00000230325,33
ENSG00000119285,4075
ENSG00000226498,160
ENSG00000237991,348
ENSG00000244020,0
ENSG00000288099,0
ENSG00000225886,23
ENSG00000206767,0
ENSG00000226662,0
ENSG00000207095,0
ENSG00000231344,10
ENSG00000230833,16
ENSG00000117758,862
ENSG00000269971,32
ENSG00000270031,11
ENSG00000223062,1
ENSG00000286433,6
ENSG00000117751,1931
ENSG00000252947,36
ENSG00000130775,1240
ENSG00000117748,2190
ENSG00000223643,0
ENSG00000230239,0
ENSG00000263811,0
ENSG00000277234,0
ENSG00000235241,0
ENSG00000207005,147
ENSG00000117122,11
ENSG00000159363,910
ENSG00000117115,0
ENSG00000282843,0
ENSG00000142623,0
ENSG00000142619,0
ENSG00000266634,0
ENSG00000199459,0
ENSG00000273264,0
ENSG00000282057,2
ENSG00000199934,4
ENSG00000142871,61
ENSG00000226643,0
ENSG00000234419,3
ENSG00000276997,93
ENSG00000222399,0
ENSG00000267305,3
ENSG00000143512,4
ENSG00000143498,377
ENSG00000154305,5828
ENSG00000229399,37
ENSG00000272750,268
ENSG00000186063,3015
ENSG00000162819,3243
ENSG00000234523,13
ENSG00000164010,267
ENSG00000164011,422
ENSG00000233708,0
ENSG00000225099,26
ENSG00000284138,59
ENSG00000207256,0
ENSG00000283136,0
ENSG00000277513,0
ENSG00000154309,545
ENSG00000226967,2
ENSG00000229570,0
ENSG00000203857,0
ENSG00000226443,0
ENSG00000249798,0
ENSG00000239873,0
ENSG00000240244,0
ENSG00000260941,0
ENSG00000198857,0
ENSG00000143067,0
ENSG00000134240,1
ENSG00000134193,12
ENSG00000227205,1
ENSG00000226446,0
ENSG00000134249,1
ENSG00000092621,111
ENSG00000027644,17
ENSG00000241992,0
ENSG00000137970,29871
ENSG00000223229,0
ENSG00000226973,0
ENSG00000274468,0
ENSG00000130764,1349
ENSG00000266075,13
ENSG00000272153,61
ENSG00000230026,4
ENSG00000284770,180
ENSG00000229795,0
