,kupritz-26037-011
ENSG00000122420,0
ENSG00000143013,971
ENSG00000226084,13620
ENSG00000134748,3409
ENSG00000142892,1112
ENSG00000229332,0
ENSG00000227937,0
ENSG00000229752,0
ENSG00000233216,1
ENSG00000197273,0
ENSG00000226804,0
ENSG00000230728,2
ENSG00000232846,12
ENSG00000230787,6
ENSG00000116641,617
ENSG00000172260,2
ENSG00000285473,0
ENSG00000234578,0
ENSG00000229505,0
ENSG00000228187,29
ENSG00000182183,356
ENSG00000236407,0
ENSG00000271949,0
ENSG00000227062,0
ENSG00000067334,2921
ENSG00000235011,0
ENSG00000213559,0
ENSG00000287587,3
ENSG00000232882,130
ENSG00000171502,0
ENSG00000116157,324
ENSG00000143036,13
ENSG00000065243,1704
ENSG00000226960,4
ENSG00000234080,0
ENSG00000285409,0
ENSG00000117528,1341
ENSG00000271723,3
ENSG00000036549,3315
ENSG00000225191,1
ENSG00000287870,0
ENSG00000232048,0
ENSG00000232857,0
ENSG00000273637,0
ENSG00000228838,26
ENSG00000283761,116
ENSG00000189433,0
ENSG00000142700,0
ENSG00000233514,64
ENSG00000127124,6071
ENSG00000266993,57
ENSG00000229316,0
ENSG00000234099,8
ENSG00000137936,42
ENSG00000232752,5
ENSG00000235829,0
ENSG00000143032,0
ENSG00000280040,0
ENSG00000117519,396
ENSG00000238037,0
ENSG00000134215,1540
ENSG00000227935,0
ENSG00000228502,2308
ENSG00000271277,0
ENSG00000236888,0
ENSG00000230828,0
ENSG00000152078,1
ENSG00000171492,2649
ENSG00000233129,3
ENSG00000170989,9846
ENSG00000237897,2
ENSG00000137962,0
ENSG00000286692,4
ENSG00000260464,27
ENSG00000231996,1
ENSG00000117154,0
ENSG00000162377,396
ENSG00000116774,22
ENSG00000287756,0
ENSG00000284652,0
ENSG00000023909,1023
ENSG00000069702,14849
ENSG00000228399,104
ENSG00000236776,0
ENSG00000271252,0
ENSG00000235794,3
ENSG00000233983,0
ENSG00000116793,518
ENSG00000232918,0
ENSG00000183298,888
ENSG00000117525,0
ENSG00000162699,0
ENSG00000203914,4
ENSG00000270457,0
ENSG00000231987,0
ENSG00000229842,7
ENSG00000198162,7038
ENSG00000171517,156
ENSG00000203864,0
ENSG00000233482,0
ENSG00000143079,138
ENSG00000232450,19
ENSG00000235038,1
ENSG00000173947,4
ENSG00000134198,132
ENSG00000279513,41
ENSG00000117620,895
ENSG00000162688,1838
ENSG00000197106,7
ENSG00000231072,0
ENSG00000185946,829
ENSG00000162627,50
ENSG00000265808,3147
ENSG00000225923,0
ENSG00000134247,15
ENSG00000162664,1275
ENSG00000134253,92
ENSG00000223416,692
ENSG00000179571,0
ENSG00000227850,18
ENSG00000285532,0
ENSG00000226755,2
ENSG00000183508,2357
ENSG00000277095,0
ENSG00000264145,0
ENSG00000238256,0
ENSG00000198765,0
ENSG00000143398,2140
ENSG00000196505,2525
ENSG00000223489,0
ENSG00000230546,0
ENSG00000213262,1
ENSG00000287015,3
ENSG00000235526,0
ENSG00000228347,0
ENSG00000236012,1
ENSG00000134200,7
ENSG00000065183,1894
ENSG00000226126,0
ENSG00000163156,760
ENSG00000228453,0
ENSG00000261168,2
ENSG00000233432,1
ENSG00000229911,0
ENSG00000171943,941
ENSG00000270719,4
ENSG00000155761,18
ENSG00000116830,1742
ENSG00000234422,0
ENSG00000227091,0
ENSG00000081026,338
ENSG00000143458,1510
ENSG00000230932,0
ENSG00000225036,0
ENSG00000250890,1
ENSG00000232240,0
ENSG00000234388,0
ENSG00000233717,1
ENSG00000163155,189
ENSG00000241975,24
ENSG00000270976,0
ENSG00000228217,327
ENSG00000270342,0
ENSG00000116824,14348
ENSG00000235887,2
ENSG00000235756,0
ENSG00000173810,7
ENSG00000271890,0
ENSG00000283360,57
ENSG00000117262,774
ENSG00000227970,0
ENSG00000231613,21
ENSG00000236689,1
ENSG00000226028,0
ENSG00000203825,0
ENSG00000184371,636
ENSG00000233449,0
ENSG00000242943,0
ENSG00000232499,531
ENSG00000163154,409
ENSG00000232995,112
ENSG00000238087,0
ENSG00000143158,440
ENSG00000271092,1
ENSG00000232148,0
ENSG00000000460,394
ENSG00000135862,0
ENSG00000232952,165
ENSG00000260322,0
ENSG00000143156,435
ENSG00000198771,5581
ENSG00000225462,2
ENSG00000237756,8
ENSG00000271187,0
ENSG00000231175,0
ENSG00000143185,9262
ENSG00000272931,23
ENSG00000143190,3594
ENSG00000225475,6
ENSG00000232223,0
ENSG00000224468,0
ENSG00000232551,0
ENSG00000238270,0
ENSG00000236025,0
ENSG00000230704,0
ENSG00000143171,0
ENSG00000275767,0
ENSG00000047410,7745
ENSG00000171806,405
ENSG00000134216,0
ENSG00000230748,0
ENSG00000238108,0
ENSG00000135842,11766
ENSG00000287472,0
ENSG00000241318,117
ENSG00000228238,3
ENSG00000232393,0
ENSG00000184155,0
ENSG00000058085,0
ENSG00000232917,11
ENSG00000233057,255
ENSG00000143167,52
ENSG00000143184,6797
ENSG00000224691,0
ENSG00000233626,6
ENSG00000143228,47
ENSG00000231714,0
ENSG00000116833,53
ENSG00000000457,1391
ENSG00000285638,0
ENSG00000230987,0
ENSG00000228167,1
ENSG00000150732,0
ENSG00000157064,0
ENSG00000288139,3
ENSG00000059588,886
ENSG00000162782,1
ENSG00000238051,0
ENSG00000233196,4
ENSG00000229220,0
ENSG00000227747,6
ENSG00000228081,9
ENSG00000228020,0
ENSG00000234975,947
ENSG00000162851,625
ENSG00000271427,15
ENSG00000143353,316
ENSG00000197965,359
ENSG00000143493,810
ENSG00000230777,39
ENSG00000179397,53
ENSG00000224540,0
ENSG00000186197,514
ENSG00000229067,0
ENSG00000261182,0
ENSG00000162670,0
ENSG00000225712,2
ENSG00000162761,0
ENSG00000143199,22
ENSG00000007908,9
ENSG00000092978,783
ENSG00000188404,18935
ENSG00000274702,0
ENSG00000226211,0
ENSG00000203697,6
ENSG00000116574,286
ENSG00000143248,41
ENSG00000162814,0
ENSG00000225172,0
ENSG00000261642,0
ENSG00000228239,0
ENSG00000237283,0
ENSG00000116132,0
ENSG00000229242,0
ENSG00000234984,0
ENSG00000229983,0
ENSG00000225122,0
ENSG00000225920,49
ENSG00000143476,7
ENSG00000057252,4333
ENSG00000285718,0
ENSG00000233018,1
ENSG00000224783,0
ENSG00000162852,2857
ENSG00000268062,0
ENSG00000116962,6
ENSG00000229757,299
ENSG00000220749,1376
ENSG00000181450,1046
ENSG00000225300,128
ENSG00000223842,28
ENSG00000143355,0
ENSG00000237193,0
ENSG00000223490,0
ENSG00000174502,5
ENSG00000143195,16
ENSG00000162849,48
ENSG00000232824,33
ENSG00000067533,1084
ENSG00000228955,45
ENSG00000224702,0
ENSG00000271811,0
ENSG00000224278,0
ENSG00000226486,0
ENSG00000227687,0
ENSG00000231814,0
ENSG00000277007,27
ENSG00000229016,3
ENSG00000152104,203
ENSG00000117650,3
ENSG00000203724,6
ENSG00000225006,0
ENSG00000223375,5
ENSG00000230714,0
ENSG00000173726,3022
ENSG00000282852,5
ENSG00000152382,808
ENSG00000232100,0
ENSG00000230547,1
ENSG00000232215,4
ENSG00000135829,9347
ENSG00000134717,766
ENSG00000278180,0
ENSG00000232341,7
ENSG00000287676,10
ENSG00000236792,57
ENSG00000143207,2234
ENSG00000270859,0
ENSG00000238224,0
ENSG00000237492,8
ENSG00000150681,13
ENSG00000116906,1489
ENSG00000092969,4
ENSG00000157181,607
ENSG00000250762,0
ENSG00000076258,90
ENSG00000117697,1497
ENSG00000235083,0
ENSG00000162669,2
ENSG00000225904,0
ENSG00000143641,1853
ENSG00000010932,0
ENSG00000010072,744
ENSG00000135766,670
ENSG00000238054,0
ENSG00000168243,3495
ENSG00000281453,0
ENSG00000237469,0
ENSG00000227613,0
ENSG00000116183,6
ENSG00000231612,0
ENSG00000271036,0
ENSG00000226868,0
ENSG00000279401,0
ENSG00000287450,1
ENSG00000237011,8
ENSG00000066027,3871
ENSG00000173728,26
ENSG00000225811,0
ENSG00000273093,0
ENSG00000185523,0
ENSG00000116711,1
ENSG00000226750,1
ENSG00000285665,56
ENSG00000231022,0
ENSG00000224436,0
ENSG00000234915,17
ENSG00000227585,0
ENSG00000157060,1
ENSG00000237213,4
ENSG00000213045,1
ENSG00000230063,38
ENSG00000235467,0
ENSG00000123684,3196
ENSG00000225338,51
ENSG00000224407,0
ENSG00000232463,0
ENSG00000225171,32
ENSG00000235386,0
ENSG00000213690,1
ENSG00000229832,66
ENSG00000237514,1
ENSG00000287856,0
ENSG00000203705,328
ENSG00000224040,66
ENSG00000228686,78
ENSG00000174175,102
ENSG00000236401,0
ENSG00000215800,0
ENSG00000270936,9
ENSG00000008118,3
ENSG00000171161,1392
ENSG00000241505,0
ENSG00000261453,0
ENSG00000231020,0
ENSG00000270818,0
ENSG00000196878,15
ENSG00000225561,0
ENSG00000074964,0
ENSG00000223847,0
ENSG00000277704,0
ENSG00000240963,3
ENSG00000226570,0
ENSG00000198929,1
ENSG00000174606,2072
ENSG00000236905,4
ENSG00000227887,4
ENSG00000116903,2361
ENSG00000226196,0
ENSG00000287354,16
ENSG00000233827,0
ENSG00000198797,0
ENSG00000151414,3558
ENSG00000177614,1
ENSG00000235182,0
ENSG00000287157,12
ENSG00000225755,10
ENSG00000197472,0
ENSG00000230184,44
ENSG00000232436,0
ENSG00000136643,1595
ENSG00000236317,0
ENSG00000176855,0
ENSG00000225401,39
ENSG00000228190,0
ENSG00000135747,1
ENSG00000069248,2104
ENSG00000253148,0
ENSG00000227751,0
ENSG00000090104,1475
ENSG00000236468,0
ENSG00000185220,460
ENSG00000236101,0
ENSG00000162769,486
ENSG00000278684,0
ENSG00000236775,0
ENSG00000042781,3
ENSG00000228646,0
ENSG00000233332,0
ENSG00000231984,0
ENSG00000277462,172
ENSG00000035687,2324
ENSG00000180287,0
ENSG00000226693,0
ENSG00000231272,0
ENSG00000223828,64
ENSG00000226723,271
ENSG00000272672,27
ENSG00000235096,24
ENSG00000007341,681
ENSG00000143324,2672
ENSG00000225222,31
ENSG00000198842,0
ENSG00000286619,154
ENSG00000198756,757
ENSG00000227554,2
ENSG00000178596,0
ENSG00000054282,829
ENSG00000183780,1
ENSG00000229663,0
ENSG00000162702,2342
ENSG00000228530,0
ENSG00000143194,3
ENSG00000054267,6213
ENSG00000287921,0
ENSG00000232166,0
ENSG00000175137,1396
ENSG00000134245,112
ENSG00000187889,0
ENSG00000097046,341
ENSG00000231378,34
ENSG00000235605,10
ENSG00000224857,2
ENSG00000273367,6
ENSG00000231605,2
ENSG00000236358,12
ENSG00000203737,197
ENSG00000215873,0
ENSG00000185420,665
ENSG00000272175,21
ENSG00000213070,8
ENSG00000229747,0
ENSG00000136636,10
ENSG00000225486,10
ENSG00000163874,2595
ENSG00000213068,0
ENSG00000054392,345
ENSG00000188739,161
ENSG00000273198,1
ENSG00000225719,0
ENSG00000273483,12
ENSG00000232809,0
ENSG00000285981,0
ENSG00000215796,35
ENSG00000233047,0
ENSG00000143341,0
ENSG00000116703,18
ENSG00000264341,3
ENSG00000264101,1
ENSG00000252404,3
ENSG00000243267,9
ENSG00000252151,0
ENSG00000252969,4
ENSG00000252956,0
ENSG00000284357,0
ENSG00000207237,2
ENSG00000252691,0
ENSG00000207941,0
ENSG00000199963,0
ENSG00000264698,0
ENSG00000207328,0
ENSG00000207466,0
ENSG00000252368,0
ENSG00000206779,25
ENSG00000200796,0
ENSG00000252190,0
ENSG00000283724,0
ENSG00000284410,0
ENSG00000252018,0
ENSG00000206627,2
ENSG00000207508,8
ENSG00000200171,0
ENSG00000207194,2
ENSG00000283477,0
ENSG00000263675,16
ENSG00000238653,0
ENSG00000212624,4
ENSG00000200575,4
ENSG00000212360,5
ENSG00000251825,0
ENSG00000222624,2
ENSG00000223152,0
ENSG00000212308,0
ENSG00000276081,0
ENSG00000239640,0
ENSG00000252338,0
ENSG00000239319,0
ENSG00000251767,1
ENSG00000202263,0
ENSG00000199318,0
ENSG00000199666,0
ENSG00000200601,0
ENSG00000242482,0
ENSG00000201620,0
ENSG00000206817,0
ENSG00000264963,0
ENSG00000198974,13
ENSG00000212248,17
ENSG00000207962,15
ENSG00000207234,31
ENSG00000202259,4
ENSG00000212459,0
ENSG00000263526,0
ENSG00000211575,8
ENSG00000202254,0
ENSG00000201491,0
ENSG00000275455,0
ENSG00000200800,0
ENSG00000252530,0
ENSG00000200536,3
ENSG00000211543,0
ENSG00000252797,0
ENSG00000212266,2
ENSG00000222209,0
ENSG00000277141,0
ENSG00000215930,5
ENSG00000238761,0
ENSG00000222069,13
ENSG00000252005,0
ENSG00000252510,0
ENSG00000252830,0
ENSG00000283296,0
ENSG00000252717,0
ENSG00000277313,5
ENSG00000207472,0
ENSG00000199849,0
ENSG00000212538,0
ENSG00000251813,0
ENSG00000207108,0
ENSG00000202491,0
ENSG00000201596,0
ENSG00000273629,0
ENSG00000201493,0
ENSG00000200139,0
ENSG00000253025,0
ENSG00000201544,29
ENSG00000202498,0
ENSG00000221545,0
ENSG00000252906,49
ENSG00000202329,0
ENSG00000242794,0
ENSG00000283340,0
ENSG00000252860,0
ENSG00000263390,0
ENSG00000207181,41
ENSG00000264377,0
ENSG00000207149,0
ENSG00000284485,0
ENSG00000239494,34
ENSG00000199442,0
ENSG00000239690,0
ENSG00000202184,6
ENSG00000241395,8
ENSG00000200982,0
ENSG00000222407,2
ENSG00000200495,2
ENSG00000252553,0
ENSG00000222240,0
ENSG00000212187,2
ENSG00000200036,0
ENSG00000212610,0
ENSG00000200327,0
ENSG00000200972,0
ENSG00000252011,1
ENSG00000207326,2
ENSG00000212205,9
ENSG00000264358,0
ENSG00000212527,0
ENSG00000252879,0
ENSG00000202264,0
ENSG00000285609,0
ENSG00000252084,0
ENSG00000200085,0
ENSG00000264500,0
ENSG00000202025,0
ENSG00000225545,0
ENSG00000206990,0
ENSG00000230175,11
ENSG00000225272,11
ENSG00000273365,7
ENSG00000230659,0
ENSG00000162545,401
ENSG00000090432,1211
ENSG00000215520,0
ENSG00000183114,0
ENSG00000158825,0
ENSG00000158828,524
ENSG00000284005,0
ENSG00000234473,183
ENSG00000238754,6
ENSG00000221680,10
ENSG00000162630,499
ENSG00000276735,5
ENSG00000229639,0
ENSG00000287453,0
ENSG00000270615,0
ENSG00000287283,0
ENSG00000240692,0
ENSG00000237919,0
ENSG00000066557,732
ENSG00000244389,15
ENSG00000228988,25
ENSG00000118454,2203
ENSG00000116761,140
ENSG00000278636,0
ENSG00000271992,9
ENSG00000237033,0
ENSG00000007968,18
ENSG00000117318,180
ENSG00000229239,0
ENSG00000142676,29562
ENSG00000057757,1783
ENSG00000117308,169
ENSG00000273844,0
ENSG00000235748,0
ENSG00000221879,0
ENSG00000230260,0
ENSG00000199241,0
ENSG00000223963,0
ENSG00000215802,0
ENSG00000233615,0
ENSG00000238085,230
ENSG00000265831,0
ENSG00000224348,0
ENSG00000287738,5
ENSG00000132703,0
ENSG00000276632,0
ENSG00000223603,0
ENSG00000132693,0
ENSG00000235226,0
ENSG00000158716,227
ENSG00000181036,310
ENSG00000158714,15
ENSG00000212161,0
ENSG00000243284,10
ENSG00000213085,37
ENSG00000266458,4
ENSG00000287040,17
ENSG00000279430,12
ENSG00000162723,0
ENSG00000273933,0
ENSG00000256029,13
ENSG00000188004,2
ENSG00000266580,0
ENSG00000254545,2
ENSG00000269967,27
ENSG00000228634,132
ENSG00000284702,0
ENSG00000221040,0
ENSG00000163399,8062
ENSG00000212385,0
ENSG00000200547,0
ENSG00000224950,114
ENSG00000177888,995
ENSG00000243364,133
ENSG00000251246,0
ENSG00000143590,14
ENSG00000202027,0
ENSG00000169242,71
ENSG00000169241,965
ENSG00000223452,0
ENSG00000163463,93
ENSG00000273088,0
ENSG00000284586,0
ENSG00000169231,134
ENSG00000177628,823
ENSG00000143630,88
ENSG00000143627,3
ENSG00000253074,1
ENSG00000252116,1
ENSG00000228523,2
ENSG00000223263,29
ENSG00000207504,0
ENSG00000238139,0
ENSG00000197721,1
ENSG00000244703,4
ENSG00000226289,0
ENSG00000285239,0
ENSG00000234219,21
ENSG00000174059,1
ENSG00000158731,0
ENSG00000201746,3
ENSG00000264881,0
ENSG00000199562,43
ENSG00000264501,0
ENSG00000284735,11
ENSG00000284642,14
ENSG00000142657,2534
ENSG00000271989,5
ENSG00000251503,9
ENSG00000175279,7
ENSG00000160049,975
ENSG00000203469,0
ENSG00000236035,62
ENSG00000221643,18
ENSG00000227417,78
ENSG00000223505,30
ENSG00000182004,298
ENSG00000236430,24
ENSG00000130768,5
ENSG00000238231,16
ENSG00000240750,30
ENSG00000158156,430
ENSG00000182118,231
ENSG00000283799,0
ENSG00000227934,83
ENSG00000229595,0
ENSG00000143633,470
ENSG00000281912,45
ENSG00000288208,0
ENSG00000132773,488
ENSG00000070759,603
ENSG00000236872,32
ENSG00000280670,55
ENSG00000132763,258
ENSG00000226164,0
ENSG00000224014,1
ENSG00000215795,28
ENSG00000259865,138
ENSG00000283881,0
ENSG00000252516,15
ENSG00000214144,31
ENSG00000235818,0
ENSG00000202079,12
ENSG00000169224,0
ENSG00000177489,0
ENSG00000177476,0
ENSG00000283369,0
ENSG00000230411,0
ENSG00000251977,0
ENSG00000252254,0
ENSG00000227854,2
ENSG00000215805,1
ENSG00000228818,84
ENSG00000202041,0
ENSG00000223694,1
ENSG00000233735,0
ENSG00000133019,6
ENSG00000162636,2062
ENSG00000162639,826
ENSG00000134186,3767
ENSG00000143107,30
ENSG00000232971,0
ENSG00000116266,2001
ENSG00000228076,50
ENSG00000237349,6
ENSG00000244716,9351
ENSG00000228665,27
ENSG00000228054,0
ENSG00000215717,2387
ENSG00000278249,0
ENSG00000251484,62
ENSG00000132676,2988
ENSG00000234937,49
ENSG00000132718,3503
ENSG00000283442,14
ENSG00000132680,2093
ENSG00000207475,14
ENSG00000280466,0
ENSG00000281394,0
ENSG00000277817,3
ENSG00000224276,1
ENSG00000163479,5650
ENSG00000160803,1644
ENSG00000132698,6
ENSG00000252236,1
ENSG00000260238,4
ENSG00000242252,9
ENSG00000198952,3351
ENSG00000163472,197
ENSG00000163468,3666
ENSG00000132677,1
ENSG00000207933,0
ENSG00000254726,8
ENSG00000186377,0
ENSG00000186160,0
ENSG00000225154,0
ENSG00000225514,0
ENSG00000162366,0
ENSG00000226252,0
ENSG00000186790,8
ENSG00000237424,81
ENSG00000189030,1
ENSG00000162763,0
ENSG00000143061,11
ENSG00000203740,0
ENSG00000162374,3
ENSG00000168275,254
ENSG00000241563,3
ENSG00000153207,3337
ENSG00000156869,46
ENSG00000033122,83
ENSG00000143278,0
ENSG00000116678,184
ENSG00000159352,1871
ENSG00000158710,5650
ENSG00000049239,2408
ENSG00000186564,86
ENSG00000244038,3539
ENSG00000116690,94
ENSG00000126091,528
ENSG00000171163,350
ENSG00000172456,562
ENSG00000158786,3
ENSG00000118733,0
ENSG00000157870,490
ENSG00000179085,191
ENSG00000173080,188
ENSG00000276470,0
ENSG00000278852,0
ENSG00000275915,0
ENSG00000120937,2
ENSG00000224904,1
ENSG00000201801,11
ENSG00000083444,315
ENSG00000287384,0
ENSG00000270914,0
ENSG00000116691,296
ENSG00000202461,1
ENSG00000276869,0
ENSG00000243539,3
ENSG00000120949,13
ENSG00000201135,0
ENSG00000227875,0
ENSG00000285604,0
ENSG00000283789,0
ENSG00000263676,6
ENSG00000200591,12
ENSG00000162521,4212
ENSG00000162520,0
ENSG00000162522,243
ENSG00000116497,2216
ENSG00000121905,3
ENSG00000121900,2
ENSG00000278966,4
ENSG00000143222,1926
ENSG00000143224,290
ENSG00000158850,1786
ENSG00000158859,48
ENSG00000158869,72
ENSG00000158882,313
ENSG00000284035,6
ENSG00000248485,16
ENSG00000188931,150
ENSG00000236484,5
ENSG00000288093,109
ENSG00000206921,0
ENSG00000215840,55
ENSG00000277882,1
ENSG00000283317,31
ENSG00000277762,2
ENSG00000227139,0
ENSG00000265107,0
ENSG00000234190,0
ENSG00000223728,0
ENSG00000121634,0
ENSG00000188092,759
ENSG00000273059,0
ENSG00000206791,0
ENSG00000206585,31
ENSG00000198658,291
ENSG00000238382,0
ENSG00000207190,0
ENSG00000200508,0
ENSG00000116688,3454
ENSG00000188800,10
ENSG00000084073,1812
ENSG00000231296,1
ENSG00000049089,69
ENSG00000227311,4
ENSG00000213172,0
ENSG00000284677,17
ENSG00000187801,269
ENSG00000260920,175
ENSG00000255054,0
ENSG00000127423,27
ENSG00000182749,91
ENSG00000207302,0
ENSG00000229786,2
ENSG00000223624,5
ENSG00000283938,0
ENSG00000199385,0
ENSG00000263381,0
ENSG00000126106,113
ENSG00000198520,225
ENSG00000142945,53
ENSG00000142937,30619
ENSG00000264294,0
ENSG00000200913,58
ENSG00000202031,0
ENSG00000207421,0
ENSG00000281859,0
ENSG00000234093,581
ENSG00000202444,0
ENSG00000226499,7
ENSG00000070785,316
ENSG00000253039,2
ENSG00000229815,2
ENSG00000232369,0
ENSG00000268949,0
ENSG00000126107,1107
ENSG00000126088,591
ENSG00000234315,2
ENSG00000162408,2832
ENSG00000229519,53
ENSG00000173662,7
ENSG00000204859,701
ENSG00000230735,114
ENSG00000171488,6464
ENSG00000226394,96
ENSG00000237200,46
ENSG00000070886,0
ENSG00000276835,0
ENSG00000265422,0
ENSG00000223776,38
ENSG00000273058,64
ENSG00000230325,20
ENSG00000119285,4287
ENSG00000226498,99
ENSG00000237991,251
ENSG00000244020,0
ENSG00000288099,0
ENSG00000225886,10
ENSG00000206767,0
ENSG00000226662,0
ENSG00000207095,0
ENSG00000231344,4
ENSG00000230833,12
ENSG00000117758,680
ENSG00000269971,15
ENSG00000270031,5
ENSG00000223062,1
ENSG00000286433,9
ENSG00000117751,1823
ENSG00000252947,21
ENSG00000130775,423
ENSG00000117748,1773
ENSG00000223643,0
ENSG00000230239,0
ENSG00000263811,0
ENSG00000277234,0
ENSG00000235241,0
ENSG00000207005,135
ENSG00000117122,16
ENSG00000159363,907
ENSG00000117115,0
ENSG00000282843,0
ENSG00000142623,0
ENSG00000142619,0
ENSG00000266634,0
ENSG00000199459,2
ENSG00000273264,0
ENSG00000282057,6
ENSG00000199934,0
ENSG00000142871,36
ENSG00000226643,0
ENSG00000234419,3
ENSG00000276997,32
ENSG00000222399,0
ENSG00000267305,0
ENSG00000143512,6
ENSG00000143498,312
ENSG00000154305,5404
ENSG00000229399,18
ENSG00000272750,146
ENSG00000186063,2297
ENSG00000162819,2588
ENSG00000234523,13
ENSG00000164010,314
ENSG00000164011,307
ENSG00000233708,0
ENSG00000225099,27
ENSG00000284138,33
ENSG00000207256,0
ENSG00000283136,0
ENSG00000277513,0
ENSG00000154309,635
ENSG00000226967,0
ENSG00000229570,0
ENSG00000203857,0
ENSG00000226443,0
ENSG00000249798,0
ENSG00000239873,0
ENSG00000240244,0
ENSG00000260941,0
ENSG00000198857,0
ENSG00000143067,0
ENSG00000134240,0
ENSG00000134193,213
ENSG00000227205,1
ENSG00000226446,0
ENSG00000134249,1
ENSG00000092621,161
ENSG00000027644,26
ENSG00000241992,0
ENSG00000137970,19041
ENSG00000223229,0
ENSG00000226973,0
ENSG00000274468,0
ENSG00000130764,1528
ENSG00000266075,16
ENSG00000272153,37
ENSG00000230026,0
ENSG00000284770,150
ENSG00000229795,2
