,kupritz-26037-009
ENSG00000137962,0
ENSG00000286692,12
ENSG00000260464,23
ENSG00000231996,1
ENSG00000117154,0
ENSG00000162377,350
ENSG00000116774,16
ENSG00000287756,0
ENSG00000284652,0
ENSG00000023909,1427
ENSG00000069702,17815
ENSG00000228399,144
ENSG00000236776,0
ENSG00000271252,0
ENSG00000235794,8
ENSG00000233983,0
ENSG00000116793,625
ENSG00000232918,0
ENSG00000183298,859
ENSG00000117525,9
ENSG00000162699,0
ENSG00000203914,4
ENSG00000270457,0
ENSG00000231987,0
ENSG00000229842,14
ENSG00000198162,8579
ENSG00000171517,141
ENSG00000203864,0
ENSG00000233482,0
ENSG00000143079,205
ENSG00000232450,31
ENSG00000235038,1
ENSG00000173947,6
ENSG00000134198,302
ENSG00000279513,42
ENSG00000117620,1326
ENSG00000162688,2609
ENSG00000197106,8
ENSG00000231072,2
ENSG00000185946,1188
ENSG00000162627,115
ENSG00000265808,3960
ENSG00000225923,0
ENSG00000134247,44
ENSG00000162664,1484
ENSG00000134253,69
ENSG00000223416,616
ENSG00000179571,0
ENSG00000227850,25
ENSG00000285532,1
ENSG00000226755,1
ENSG00000183508,6353
ENSG00000277095,0
ENSG00000264145,0
ENSG00000238256,0
ENSG00000198765,1
ENSG00000143398,2098
ENSG00000196505,3324
ENSG00000223489,5
ENSG00000230546,3
ENSG00000213262,7
ENSG00000287015,1
ENSG00000235526,0
ENSG00000228347,1
ENSG00000236012,2
ENSG00000134200,3
ENSG00000065183,1897
ENSG00000226126,0
ENSG00000163156,878
ENSG00000228453,0
ENSG00000261168,15
ENSG00000233432,5
ENSG00000229911,0
ENSG00000171943,1187
ENSG00000270719,0
ENSG00000155761,15
ENSG00000116830,1593
ENSG00000234422,0
ENSG00000227091,0
ENSG00000081026,725
ENSG00000143458,1544
ENSG00000230932,0
ENSG00000225036,0
ENSG00000250890,1
ENSG00000232240,0
ENSG00000234388,0
ENSG00000233717,3
ENSG00000163155,311
ENSG00000241975,34
ENSG00000270976,0
ENSG00000228217,357
ENSG00000270342,0
ENSG00000116824,21771
ENSG00000235887,1
ENSG00000235756,0
ENSG00000173810,4
ENSG00000271890,0
ENSG00000283360,133
ENSG00000117262,848
ENSG00000227970,0
ENSG00000231613,26
ENSG00000236689,11
ENSG00000226028,0
ENSG00000203825,1
ENSG00000184371,813
ENSG00000233449,0
ENSG00000242943,0
ENSG00000232499,515
ENSG00000163154,699
ENSG00000232995,208
ENSG00000238087,0
ENSG00000143158,634
ENSG00000271092,5
ENSG00000232148,2
ENSG00000000460,477
ENSG00000135862,1
ENSG00000232952,218
ENSG00000260322,0
ENSG00000143156,521
ENSG00000198771,7977
ENSG00000225462,0
ENSG00000237756,28
ENSG00000271187,0
ENSG00000231175,0
ENSG00000143185,1916
ENSG00000272931,28
ENSG00000143190,4077
ENSG00000225475,4
ENSG00000232223,0
ENSG00000224468,0
ENSG00000232551,0
ENSG00000238270,0
ENSG00000236025,0
ENSG00000230704,0
ENSG00000143171,2
ENSG00000275767,0
ENSG00000047410,10632
ENSG00000171806,625
ENSG00000134216,0
ENSG00000230748,0
ENSG00000238108,0
ENSG00000135842,15119
ENSG00000287472,0
ENSG00000241318,170
ENSG00000228238,2
ENSG00000232393,1
ENSG00000184155,0
ENSG00000058085,0
ENSG00000232917,8
ENSG00000233057,293
ENSG00000143167,223
ENSG00000143184,1367
ENSG00000224691,0
ENSG00000233626,5
ENSG00000143228,79
ENSG00000231714,0
ENSG00000116833,29
ENSG00000000457,1639
ENSG00000285638,0
ENSG00000230987,0
ENSG00000228167,0
ENSG00000150732,0
ENSG00000157064,0
ENSG00000288139,10
ENSG00000059588,821
ENSG00000162782,0
ENSG00000238051,0
ENSG00000233196,0
ENSG00000229220,0
ENSG00000227747,5
ENSG00000228081,5
ENSG00000228020,0
ENSG00000234975,1563
ENSG00000162851,597
ENSG00000271427,22
ENSG00000143353,477
ENSG00000197965,497
ENSG00000143493,1108
ENSG00000230777,19
ENSG00000179397,57
ENSG00000224540,0
ENSG00000186197,625
ENSG00000229067,1
ENSG00000261182,0
ENSG00000162670,0
ENSG00000225712,0
ENSG00000162761,0
ENSG00000143199,28
ENSG00000007908,9
ENSG00000092978,1021
ENSG00000188404,25372
ENSG00000274702,0
ENSG00000226211,0
ENSG00000203697,3
ENSG00000116574,674
ENSG00000143248,80
ENSG00000162814,2
ENSG00000225172,0
ENSG00000261642,0
ENSG00000228239,0
ENSG00000237283,0
ENSG00000116132,0
ENSG00000229242,0
ENSG00000234984,0
ENSG00000229983,0
ENSG00000225122,0
ENSG00000225920,53
ENSG00000143476,19
ENSG00000057252,6287
ENSG00000285718,0
ENSG00000233018,1
ENSG00000224783,0
ENSG00000162852,4233
ENSG00000268062,5
ENSG00000116962,2
ENSG00000229757,74
ENSG00000220749,1344
ENSG00000181450,1245
ENSG00000225300,192
ENSG00000223842,26
ENSG00000143355,0
ENSG00000237193,0
ENSG00000223490,8
ENSG00000174502,0
ENSG00000143195,19
ENSG00000162849,57
ENSG00000232824,63
ENSG00000067533,1163
ENSG00000228955,91
ENSG00000224702,0
ENSG00000271811,0
ENSG00000224278,0
ENSG00000226486,0
ENSG00000227687,0
ENSG00000231814,0
ENSG00000277007,25
ENSG00000229016,5
ENSG00000152104,345
ENSG00000117650,5
ENSG00000203724,2
ENSG00000225006,0
ENSG00000223375,10
ENSG00000230714,0
ENSG00000173726,3712
ENSG00000282852,8
ENSG00000152382,1091
ENSG00000232100,0
ENSG00000230547,0
ENSG00000232215,8
ENSG00000135829,10575
ENSG00000134717,1218
ENSG00000278180,0
ENSG00000232341,4
ENSG00000287676,10
ENSG00000236792,105
ENSG00000143207,2854
ENSG00000270859,0
ENSG00000238224,0
ENSG00000237492,11
ENSG00000150681,37
ENSG00000116906,1961
ENSG00000092969,5
ENSG00000157181,918
ENSG00000250762,2
ENSG00000076258,96
ENSG00000117697,2068
ENSG00000235083,0
ENSG00000162669,13
ENSG00000225904,1
ENSG00000143641,1211
ENSG00000010932,0
ENSG00000010072,903
ENSG00000135766,693
ENSG00000238054,0
ENSG00000168243,1352
ENSG00000281453,0
ENSG00000237469,0
ENSG00000227613,0
ENSG00000116183,8
ENSG00000231612,2
ENSG00000271036,0
ENSG00000226868,0
ENSG00000279401,0
ENSG00000287450,3
ENSG00000237011,104
ENSG00000066027,5145
ENSG00000173728,37
ENSG00000225811,0
ENSG00000273093,0
ENSG00000185523,2
ENSG00000116711,1
ENSG00000226750,4
ENSG00000285665,54
ENSG00000231022,0
ENSG00000224436,0
ENSG00000234915,60
ENSG00000227585,0
ENSG00000157060,0
ENSG00000237213,33
ENSG00000213045,0
ENSG00000230063,78
ENSG00000235467,0
ENSG00000123684,3651
ENSG00000225338,99
ENSG00000224407,0
ENSG00000232463,3
ENSG00000225171,56
ENSG00000235386,0
ENSG00000213690,0
ENSG00000229832,44
ENSG00000237514,0
ENSG00000287856,0
ENSG00000203705,432
ENSG00000224040,67
ENSG00000228686,103
ENSG00000174175,267
ENSG00000236401,0
ENSG00000215800,0
ENSG00000270936,5
ENSG00000008118,1
ENSG00000171161,1530
ENSG00000241505,0
ENSG00000261453,0
ENSG00000231020,0
ENSG00000270818,0
ENSG00000196878,18
ENSG00000225561,0
ENSG00000074964,0
ENSG00000223847,0
ENSG00000277704,0
ENSG00000240963,8
ENSG00000226570,0
ENSG00000198929,9
ENSG00000174606,2613
ENSG00000236905,1
ENSG00000227887,3
ENSG00000116903,3174
ENSG00000226196,0
ENSG00000287354,30
ENSG00000233827,1
ENSG00000198797,0
ENSG00000151414,4925
ENSG00000177614,0
ENSG00000235182,0
ENSG00000287157,20
ENSG00000225755,17
ENSG00000197472,0
ENSG00000230184,56
ENSG00000232436,0
ENSG00000136643,1721
ENSG00000236317,4
ENSG00000176855,0
ENSG00000225401,55
ENSG00000228190,0
ENSG00000135747,2
ENSG00000069248,2443
ENSG00000253148,2
ENSG00000227751,0
ENSG00000090104,7313
ENSG00000236468,0
ENSG00000185220,472
ENSG00000236101,0
ENSG00000162769,594
ENSG00000278684,0
ENSG00000236775,0
ENSG00000042781,7
ENSG00000228646,0
ENSG00000233332,0
ENSG00000231984,0
ENSG00000277462,212
ENSG00000035687,2786
ENSG00000180287,0
ENSG00000226693,0
ENSG00000231272,1
ENSG00000223828,65
ENSG00000226723,345
ENSG00000272672,29
ENSG00000235096,41
ENSG00000007341,839
ENSG00000143324,3289
ENSG00000225222,44
ENSG00000198842,0
ENSG00000286619,221
ENSG00000198756,1283
ENSG00000227554,2
ENSG00000178596,0
ENSG00000054282,961
ENSG00000183780,5
ENSG00000229663,1
ENSG00000162702,3336
ENSG00000228530,0
ENSG00000143194,6
ENSG00000054267,8488
ENSG00000287921,0
ENSG00000232166,0
ENSG00000175137,1415
ENSG00000134245,203
ENSG00000187889,0
ENSG00000097046,667
ENSG00000231378,73
ENSG00000235605,9
ENSG00000224857,6
ENSG00000273367,26
ENSG00000231605,1
ENSG00000236358,11
ENSG00000203737,433
ENSG00000215873,0
ENSG00000185420,854
ENSG00000272175,17
ENSG00000213070,5
ENSG00000229747,0
ENSG00000136636,44
ENSG00000225486,2
ENSG00000163874,2604
ENSG00000213068,0
ENSG00000054392,542
ENSG00000188739,110
ENSG00000273198,2
ENSG00000225719,0
ENSG00000273483,4
ENSG00000232809,0
ENSG00000285981,0
ENSG00000215796,19
ENSG00000233047,0
ENSG00000143341,7
ENSG00000116703,31
ENSG00000264341,9
ENSG00000264101,0
ENSG00000252404,0
ENSG00000243267,14
ENSG00000252151,1
ENSG00000252969,1
ENSG00000252956,0
ENSG00000284357,0
ENSG00000207237,0
ENSG00000252691,0
ENSG00000207941,0
ENSG00000199963,0
ENSG00000264698,0
ENSG00000207328,0
ENSG00000207466,0
ENSG00000252368,0
ENSG00000206779,28
ENSG00000200796,0
ENSG00000252190,0
ENSG00000283724,0
ENSG00000284410,0
ENSG00000252018,11
ENSG00000206627,16
ENSG00000207508,8
ENSG00000200171,0
ENSG00000207194,12
ENSG00000283477,0
ENSG00000263675,23
ENSG00000238653,0
ENSG00000212624,10
ENSG00000200575,18
ENSG00000212360,9
ENSG00000251825,0
ENSG00000222624,1
ENSG00000223152,0
ENSG00000212308,0
ENSG00000276081,0
ENSG00000239640,0
ENSG00000252338,0
ENSG00000239319,0
ENSG00000251767,0
ENSG00000202263,0
ENSG00000199318,0
ENSG00000199666,0
ENSG00000200601,0
ENSG00000242482,0
ENSG00000201620,0
ENSG00000206817,1
ENSG00000264963,0
ENSG00000198974,8
ENSG00000212248,14
ENSG00000207962,18
ENSG00000207234,13
ENSG00000202259,6
ENSG00000212459,0
ENSG00000263526,0
ENSG00000211575,4
ENSG00000202254,0
ENSG00000201491,0
ENSG00000275455,0
ENSG00000200800,0
ENSG00000252530,0
ENSG00000200536,3
ENSG00000211543,0
ENSG00000252797,0
ENSG00000212266,0
ENSG00000222209,0
ENSG00000277141,0
ENSG00000215930,11
ENSG00000238761,0
ENSG00000222069,16
ENSG00000252005,0
ENSG00000252510,0
ENSG00000252830,0
ENSG00000283296,3
ENSG00000252717,0
ENSG00000277313,4
ENSG00000207472,0
ENSG00000199849,0
ENSG00000212538,0
ENSG00000251813,0
ENSG00000207108,0
ENSG00000202491,0
ENSG00000201596,0
ENSG00000273629,0
ENSG00000201493,0
ENSG00000200139,0
ENSG00000253025,0
ENSG00000201544,24
ENSG00000202498,0
ENSG00000221545,0
ENSG00000252906,56
ENSG00000202329,0
ENSG00000242794,0
ENSG00000283340,0
ENSG00000252860,0
ENSG00000263390,0
ENSG00000207181,37
ENSG00000264377,0
ENSG00000207149,0
ENSG00000284485,0
ENSG00000239494,33
ENSG00000199442,1
ENSG00000239690,0
ENSG00000202184,21
ENSG00000241395,6
ENSG00000200982,1
ENSG00000222407,11
ENSG00000200495,1
ENSG00000252553,0
ENSG00000222240,0
ENSG00000212187,2
ENSG00000200036,0
ENSG00000212610,0
ENSG00000200327,0
ENSG00000200972,0
ENSG00000252011,1
ENSG00000207326,19
ENSG00000212205,10
ENSG00000264358,1
ENSG00000212527,0
ENSG00000252879,0
ENSG00000202264,0
ENSG00000285609,0
ENSG00000252084,0
ENSG00000200085,0
ENSG00000264500,0
ENSG00000202025,0
ENSG00000225545,0
ENSG00000206990,0
ENSG00000230175,19
ENSG00000225272,24
ENSG00000273365,11
ENSG00000230659,1
ENSG00000162545,398
ENSG00000090432,1173
ENSG00000215520,0
ENSG00000183114,0
ENSG00000158825,0
ENSG00000158828,504
ENSG00000284005,0
ENSG00000234473,204
ENSG00000238754,12
ENSG00000221680,6
ENSG00000162630,1275
ENSG00000276735,10
ENSG00000229639,0
ENSG00000287453,0
ENSG00000270615,0
ENSG00000287283,0
ENSG00000240692,0
ENSG00000237919,0
ENSG00000066557,997
ENSG00000244389,20
ENSG00000228988,34
ENSG00000118454,2458
ENSG00000116761,129
ENSG00000278636,1
ENSG00000271992,3
ENSG00000237033,0
ENSG00000007968,80
ENSG00000117318,244
ENSG00000229239,1
ENSG00000142676,35484
ENSG00000057757,2006
ENSG00000117308,186
ENSG00000273844,0
ENSG00000235748,0
ENSG00000221879,3
ENSG00000230260,0
ENSG00000199241,0
ENSG00000223963,0
ENSG00000215802,0
ENSG00000233615,0
ENSG00000238085,138
ENSG00000265831,0
ENSG00000224348,0
ENSG00000287738,7
ENSG00000132703,0
ENSG00000276632,0
ENSG00000223603,0
ENSG00000132693,0
ENSG00000235226,0
ENSG00000158716,210
ENSG00000181036,289
ENSG00000158714,9
ENSG00000212161,0
ENSG00000243284,3
ENSG00000213085,45
ENSG00000266458,2
ENSG00000287040,21
ENSG00000279430,29
ENSG00000162723,0
ENSG00000273933,1
ENSG00000256029,13
ENSG00000188004,8
ENSG00000266580,0
ENSG00000254545,0
ENSG00000269967,71
ENSG00000228634,168
ENSG00000284702,0
ENSG00000221040,0
ENSG00000163399,9112
ENSG00000212385,0
ENSG00000200547,0
ENSG00000224950,157
ENSG00000177888,1910
ENSG00000243364,126
ENSG00000251246,0
ENSG00000143590,20
ENSG00000202027,0
ENSG00000169242,33
ENSG00000169241,799
ENSG00000223452,0
ENSG00000163463,96
ENSG00000273088,0
ENSG00000284586,0
ENSG00000169231,121
ENSG00000177628,912
ENSG00000143630,101
ENSG00000143627,0
ENSG00000253074,4
ENSG00000252116,2
ENSG00000228523,8
ENSG00000223263,21
ENSG00000207504,0
ENSG00000238139,0
ENSG00000197721,3
ENSG00000244703,6
ENSG00000226289,0
ENSG00000285239,0
ENSG00000234219,25
ENSG00000174059,2
ENSG00000158731,0
ENSG00000201746,7
ENSG00000264881,1
ENSG00000199562,57
ENSG00000264501,0
ENSG00000284735,32
ENSG00000284642,14
ENSG00000142657,2299
ENSG00000271989,0
ENSG00000251503,5
ENSG00000175279,12
ENSG00000160049,888
ENSG00000203469,0
ENSG00000236035,106
ENSG00000221643,7
ENSG00000227417,76
ENSG00000223505,55
ENSG00000182004,348
ENSG00000236430,34
ENSG00000130768,4
ENSG00000238231,22
ENSG00000240750,26
ENSG00000158156,526
ENSG00000182118,211
ENSG00000283799,0
ENSG00000227934,100
ENSG00000229595,0
ENSG00000143633,526
ENSG00000281912,40
ENSG00000288208,0
ENSG00000132773,509
ENSG00000070759,518
ENSG00000236872,15
ENSG00000280670,79
ENSG00000132763,284
ENSG00000226164,0
ENSG00000224014,0
ENSG00000215795,45
ENSG00000259865,159
ENSG00000283881,0
ENSG00000252516,14
ENSG00000214144,24
ENSG00000235818,0
ENSG00000202079,8
ENSG00000169224,0
ENSG00000177489,0
ENSG00000177476,0
ENSG00000283369,0
ENSG00000230411,0
ENSG00000251977,0
ENSG00000252254,2
ENSG00000227854,3
ENSG00000215805,0
ENSG00000228818,83
ENSG00000202041,0
ENSG00000223694,0
ENSG00000233735,0
ENSG00000133019,8
ENSG00000162636,1763
ENSG00000162639,761
ENSG00000134186,4398
ENSG00000143107,54
ENSG00000232971,0
ENSG00000116266,2948
ENSG00000228076,73
ENSG00000237349,19
ENSG00000244716,12361
ENSG00000228665,14
ENSG00000228054,2
ENSG00000215717,2993
ENSG00000278249,0
ENSG00000251484,58
ENSG00000132676,3583
ENSG00000234937,48
ENSG00000132718,4097
ENSG00000283442,6
ENSG00000132680,2311
ENSG00000207475,20
ENSG00000280466,0
ENSG00000281394,0
ENSG00000277817,6
ENSG00000224276,2
ENSG00000163479,7035
ENSG00000160803,1301
ENSG00000132698,4
ENSG00000252236,1
ENSG00000260238,2
ENSG00000242252,7
ENSG00000198952,2733
ENSG00000163472,261
ENSG00000163468,3342
ENSG00000132677,0
ENSG00000207933,0
ENSG00000254726,7
ENSG00000186377,0
ENSG00000186160,0
ENSG00000225154,0
ENSG00000225514,0
ENSG00000162366,0
ENSG00000226252,0
ENSG00000186790,5
ENSG00000237424,89
ENSG00000189030,4
ENSG00000162763,0
ENSG00000143061,45
ENSG00000203740,0
ENSG00000162374,1
ENSG00000168275,456
ENSG00000241563,5
ENSG00000153207,4425
ENSG00000156869,40
ENSG00000033122,126
ENSG00000143278,0
ENSG00000116678,301
ENSG00000159352,1842
ENSG00000158710,7337
ENSG00000049239,2933
ENSG00000186564,77
ENSG00000244038,3601
ENSG00000116690,178
ENSG00000126091,651
ENSG00000171163,484
ENSG00000172456,593
ENSG00000158786,1
ENSG00000118733,0
ENSG00000157870,587
ENSG00000179085,184
ENSG00000173080,242
ENSG00000276470,0
ENSG00000278852,0
ENSG00000275915,0
ENSG00000120937,0
ENSG00000224904,1
ENSG00000201801,16
ENSG00000083444,229
ENSG00000287384,0
ENSG00000270914,2
ENSG00000116691,303
ENSG00000202461,2
ENSG00000276869,0
ENSG00000243539,1
ENSG00000120949,119
ENSG00000201135,1
ENSG00000227875,0
ENSG00000285604,1
ENSG00000283789,1
ENSG00000263676,2
ENSG00000200591,9
ENSG00000162521,4647
ENSG00000162520,10
ENSG00000162522,163
ENSG00000116497,2125
ENSG00000121905,10
ENSG00000121900,1
ENSG00000278966,7
ENSG00000143222,2062
ENSG00000143224,320
ENSG00000158850,1685
ENSG00000158859,46
ENSG00000158869,24
ENSG00000158882,306
ENSG00000284035,3
ENSG00000248485,9
ENSG00000188931,189
ENSG00000236484,4
ENSG00000288093,222
ENSG00000206921,0
ENSG00000215840,100
ENSG00000277882,20
ENSG00000283317,55
ENSG00000277762,0
ENSG00000227139,0
ENSG00000265107,0
ENSG00000234190,0
ENSG00000223728,0
ENSG00000121634,0
ENSG00000188092,992
ENSG00000273059,1
ENSG00000206791,3
ENSG00000206585,63
ENSG00000198658,278
ENSG00000238382,0
ENSG00000207190,0
ENSG00000200508,0
ENSG00000116688,3187
ENSG00000188800,21
ENSG00000084073,2124
ENSG00000231296,5
ENSG00000049089,56
ENSG00000227311,0
ENSG00000213172,0
ENSG00000284677,32
ENSG00000187801,280
ENSG00000260920,209
ENSG00000255054,0
ENSG00000127423,17
ENSG00000182749,78
ENSG00000207302,0
ENSG00000229786,1
ENSG00000223624,0
ENSG00000283938,0
ENSG00000199385,0
ENSG00000263381,0
ENSG00000126106,115
ENSG00000198520,132
ENSG00000142945,70
ENSG00000142937,33094
ENSG00000264294,0
ENSG00000200913,81
ENSG00000202031,3
ENSG00000207421,0
ENSG00000281859,0
ENSG00000234093,609
ENSG00000202444,0
ENSG00000226499,5
ENSG00000070785,345
ENSG00000253039,1
ENSG00000229815,5
ENSG00000232369,0
ENSG00000268949,0
ENSG00000126107,1287
ENSG00000126088,653
ENSG00000234315,6
ENSG00000162408,2849
ENSG00000229519,45
ENSG00000173662,8
ENSG00000204859,768
ENSG00000230735,156
ENSG00000171488,8011
ENSG00000226394,139
ENSG00000237200,57
ENSG00000070886,0
ENSG00000276835,0
ENSG00000265422,0
ENSG00000223776,53
ENSG00000273058,103
ENSG00000230325,36
ENSG00000119285,4441
ENSG00000226498,69
ENSG00000237991,229
ENSG00000244020,0
ENSG00000288099,0
ENSG00000225886,11
ENSG00000206767,0
ENSG00000226662,0
ENSG00000207095,0
ENSG00000231344,13
ENSG00000230833,25
ENSG00000117758,912
ENSG00000269971,24
ENSG00000270031,13
ENSG00000223062,3
ENSG00000286433,23
ENSG00000117751,2146
ENSG00000252947,29
ENSG00000130775,1043
ENSG00000117748,2165
ENSG00000223643,0
ENSG00000230239,0
ENSG00000263811,0
ENSG00000277234,0
ENSG00000235241,0
ENSG00000207005,176
ENSG00000117122,17
ENSG00000159363,966
ENSG00000117115,1
ENSG00000282843,0
ENSG00000142623,0
ENSG00000142619,0
ENSG00000266634,0
ENSG00000199459,1
ENSG00000273264,0
ENSG00000282057,4
ENSG00000199934,1
ENSG00000142871,25
ENSG00000226643,1
ENSG00000234419,5
ENSG00000276997,42
ENSG00000222399,1
ENSG00000267305,0
ENSG00000143512,4
ENSG00000143498,343
ENSG00000154305,7061
ENSG00000229399,32
ENSG00000272750,209
ENSG00000186063,2985
ENSG00000162819,4192
ENSG00000234523,15
ENSG00000164010,365
ENSG00000164011,309
ENSG00000233708,0
ENSG00000225099,37
ENSG00000284138,36
ENSG00000207256,1
ENSG00000283136,0
ENSG00000277513,0
ENSG00000154309,604
ENSG00000226967,1
ENSG00000229570,0
ENSG00000203857,0
ENSG00000226443,0
ENSG00000249798,0
ENSG00000239873,0
ENSG00000240244,0
ENSG00000260941,0
ENSG00000198857,0
ENSG00000143067,0
ENSG00000134240,1
ENSG00000134193,3
ENSG00000227205,1
ENSG00000226446,0
ENSG00000134249,0
ENSG00000092621,17
ENSG00000027644,25
ENSG00000241992,0
ENSG00000137970,23215
ENSG00000223229,0
ENSG00000226973,0
ENSG00000274468,0
ENSG00000130764,1483
ENSG00000266075,20
ENSG00000272153,57
ENSG00000230026,8
ENSG00000284770,174
