,kupritz-26037-010
ENSG00000117525,7
ENSG00000162699,0
ENSG00000203914,4
ENSG00000270457,0
ENSG00000231987,0
ENSG00000229842,4
ENSG00000198162,7490
ENSG00000171517,69
ENSG00000203864,0
ENSG00000233482,0
ENSG00000143079,49
ENSG00000232450,9
ENSG00000235038,3
ENSG00000173947,11
ENSG00000134198,114
ENSG00000279513,54
ENSG00000117620,1070
ENSG00000162688,2120
ENSG00000197106,13
ENSG00000231072,2
ENSG00000185946,1096
ENSG00000162627,18
ENSG00000265808,3449
ENSG00000225923,0
ENSG00000134247,24
ENSG00000162664,1126
ENSG00000134253,104
ENSG00000223416,579
ENSG00000179571,0
ENSG00000227850,18
ENSG00000285532,2
ENSG00000226755,1
ENSG00000183508,2689
ENSG00000277095,0
ENSG00000264145,0
ENSG00000238256,1
ENSG00000198765,1
ENSG00000143398,1741
ENSG00000196505,2515
ENSG00000223489,2
ENSG00000230546,0
ENSG00000213262,5
ENSG00000287015,1
ENSG00000235526,0
ENSG00000228347,0
ENSG00000236012,0
ENSG00000134200,1
ENSG00000065183,1725
ENSG00000226126,0
ENSG00000163156,779
ENSG00000228453,0
ENSG00000261168,17
ENSG00000233432,5
ENSG00000229911,0
ENSG00000171943,780
ENSG00000270719,0
ENSG00000155761,28
ENSG00000116830,1239
ENSG00000234422,0
ENSG00000227091,0
ENSG00000081026,815
ENSG00000143458,1433
ENSG00000230932,0
ENSG00000225036,0
ENSG00000250890,3
ENSG00000232240,0
ENSG00000234388,0
ENSG00000233717,1
ENSG00000163155,421
ENSG00000241975,25
ENSG00000270976,0
ENSG00000228217,286
ENSG00000270342,0
ENSG00000116824,9266
ENSG00000235887,2
ENSG00000235756,0
ENSG00000173810,0
ENSG00000271890,0
ENSG00000283360,26
ENSG00000117262,863
ENSG00000227970,0
ENSG00000231613,12
ENSG00000236689,3
ENSG00000226028,0
ENSG00000203825,1
ENSG00000184371,349
ENSG00000233449,0
ENSG00000242943,0
ENSG00000232499,312
ENSG00000163154,987
ENSG00000232995,223
ENSG00000238087,0
ENSG00000143158,490
ENSG00000271092,6
ENSG00000232148,0
ENSG00000000460,445
ENSG00000135862,0
ENSG00000232952,149
ENSG00000260322,0
ENSG00000143156,347
ENSG00000198771,7567
ENSG00000225462,1
ENSG00000237756,21
ENSG00000271187,0
ENSG00000231175,0
ENSG00000143185,63
ENSG00000272931,21
ENSG00000143190,3354
ENSG00000225475,3
ENSG00000232223,0
ENSG00000224468,0
ENSG00000232551,0
ENSG00000238270,0
ENSG00000236025,0
ENSG00000230704,0
ENSG00000143171,2
ENSG00000275767,0
ENSG00000047410,9739
ENSG00000171806,500
ENSG00000134216,0
ENSG00000230748,0
ENSG00000238108,0
ENSG00000135842,3099
ENSG00000287472,0
ENSG00000241318,111
ENSG00000228238,4
ENSG00000232393,0
ENSG00000184155,0
ENSG00000058085,0
ENSG00000232917,8
ENSG00000233057,204
ENSG00000143167,1364
ENSG00000143184,29
ENSG00000224691,1
ENSG00000233626,17
ENSG00000143228,63
ENSG00000231714,0
ENSG00000116833,4
ENSG00000000457,1465
ENSG00000285638,0
ENSG00000230987,0
ENSG00000228167,0
ENSG00000150732,0
ENSG00000157064,0
ENSG00000288139,6
ENSG00000059588,1471
ENSG00000162782,1
ENSG00000238051,0
ENSG00000233196,3
ENSG00000229220,0
ENSG00000227747,7
ENSG00000228081,26
ENSG00000228020,0
ENSG00000234975,1369
ENSG00000162851,375
ENSG00000271427,26
ENSG00000143353,452
ENSG00000197965,497
ENSG00000143493,728
ENSG00000230777,33
ENSG00000179397,79
ENSG00000224540,0
ENSG00000186197,234
ENSG00000229067,0
ENSG00000261182,0
ENSG00000162670,0
ENSG00000225712,4
ENSG00000162761,0
ENSG00000143199,43
ENSG00000007908,10
ENSG00000092978,716
ENSG00000188404,43944
ENSG00000274702,0
ENSG00000226211,0
ENSG00000203697,1
ENSG00000116574,183
ENSG00000143248,72
ENSG00000162814,0
ENSG00000225172,0
ENSG00000261642,0
ENSG00000228239,0
ENSG00000237283,0
ENSG00000116132,0
ENSG00000229242,0
ENSG00000234984,0
ENSG00000229983,0
ENSG00000225122,0
ENSG00000225920,136
ENSG00000143476,6
ENSG00000057252,5010
ENSG00000285718,0
ENSG00000233018,2
ENSG00000224783,0
ENSG00000162852,6583
ENSG00000268062,9
ENSG00000116962,0
ENSG00000229757,3
ENSG00000220749,1501
ENSG00000181450,852
ENSG00000225300,382
ENSG00000223842,47
ENSG00000143355,0
ENSG00000237193,0
ENSG00000223490,5
ENSG00000174502,3
ENSG00000143195,27
ENSG00000162849,55
ENSG00000232824,38
ENSG00000067533,886
ENSG00000228955,122
ENSG00000224702,0
ENSG00000271811,0
ENSG00000224278,0
ENSG00000226486,0
ENSG00000227687,0
ENSG00000231814,0
ENSG00000277007,46
ENSG00000229016,6
ENSG00000152104,424
ENSG00000117650,2
ENSG00000203724,0
ENSG00000225006,0
ENSG00000223375,9
ENSG00000230714,0
ENSG00000173726,4391
ENSG00000282852,6
ENSG00000152382,967
ENSG00000232100,0
ENSG00000230547,0
ENSG00000232215,19
ENSG00000135829,9175
ENSG00000134717,1190
ENSG00000278180,0
ENSG00000232341,5
ENSG00000287676,26
ENSG00000236792,78
ENSG00000143207,2391
ENSG00000270859,0
ENSG00000238224,0
ENSG00000237492,17
ENSG00000150681,15
ENSG00000116906,1543
ENSG00000092969,2
ENSG00000157181,900
ENSG00000250762,0
ENSG00000076258,94
ENSG00000117697,1994
ENSG00000235083,0
ENSG00000162669,2
ENSG00000225904,0
ENSG00000143641,960
ENSG00000010932,5
ENSG00000010072,772
ENSG00000135766,710
ENSG00000238054,0
ENSG00000168243,47
ENSG00000281453,0
ENSG00000237469,0
ENSG00000227613,0
ENSG00000116183,10
ENSG00000231612,1
ENSG00000271036,0
ENSG00000226868,0
ENSG00000279401,0
ENSG00000287450,2
ENSG00000237011,36
ENSG00000066027,3204
ENSG00000173728,28
ENSG00000225811,0
ENSG00000273093,0
ENSG00000185523,3
ENSG00000116711,1
ENSG00000226750,2
ENSG00000285665,36
ENSG00000231022,0
ENSG00000224436,0
ENSG00000234915,35
ENSG00000227585,0
ENSG00000157060,0
ENSG00000237213,10
ENSG00000213045,0
ENSG00000230063,70
ENSG00000235467,0
ENSG00000123684,1844
ENSG00000225338,85
ENSG00000224407,0
ENSG00000232463,2
ENSG00000225171,69
ENSG00000235386,0
ENSG00000213690,0
ENSG00000229832,56
ENSG00000237514,0
ENSG00000287856,0
ENSG00000203705,288
ENSG00000224040,58
ENSG00000228686,87
ENSG00000174175,157
ENSG00000236401,0
ENSG00000215800,0
ENSG00000270936,5
ENSG00000008118,4
ENSG00000171161,1418
ENSG00000241505,0
ENSG00000261453,0
ENSG00000231020,0
ENSG00000270818,0
ENSG00000196878,36
ENSG00000225561,0
ENSG00000074964,0
ENSG00000223847,0
ENSG00000277704,0
ENSG00000240963,3
ENSG00000226570,0
ENSG00000198929,1
ENSG00000174606,2293
ENSG00000236905,5
ENSG00000227887,11
ENSG00000116903,2393
ENSG00000226196,0
ENSG00000287354,13
ENSG00000233827,0
ENSG00000198797,0
ENSG00000151414,3755
ENSG00000177614,1
ENSG00000235182,0
ENSG00000287157,3
ENSG00000225755,38
ENSG00000197472,0
ENSG00000230184,60
ENSG00000232436,0
ENSG00000136643,1123
ENSG00000236317,1
ENSG00000176855,0
ENSG00000225401,48
ENSG00000228190,0
ENSG00000135747,0
ENSG00000069248,2136
ENSG00000253148,2
ENSG00000227751,0
ENSG00000090104,730
ENSG00000236468,0
ENSG00000185220,368
ENSG00000236101,0
ENSG00000162769,444
ENSG00000278684,0
ENSG00000236775,0
ENSG00000042781,9
ENSG00000228646,0
ENSG00000233332,0
ENSG00000231984,0
ENSG00000277462,203
ENSG00000035687,2371
ENSG00000180287,0
ENSG00000226693,0
ENSG00000231272,0
ENSG00000223828,34
ENSG00000226723,304
ENSG00000272672,72
ENSG00000235096,28
ENSG00000007341,818
ENSG00000143324,2471
ENSG00000225222,48
ENSG00000198842,0
ENSG00000286619,151
ENSG00000198756,163
ENSG00000227554,5
ENSG00000178596,0
ENSG00000054282,1069
ENSG00000183780,1
ENSG00000229663,0
ENSG00000162702,2346
ENSG00000228530,0
ENSG00000143194,57
ENSG00000054267,6776
ENSG00000287921,0
ENSG00000232166,0
ENSG00000175137,1657
ENSG00000134245,152
ENSG00000187889,0
ENSG00000097046,442
ENSG00000231378,44
ENSG00000235605,11
ENSG00000224857,4
ENSG00000273367,24
ENSG00000231605,0
ENSG00000236358,23
ENSG00000203737,167
ENSG00000215873,0
ENSG00000185420,737
ENSG00000272175,13
ENSG00000213070,2
ENSG00000229747,0
ENSG00000136636,62
ENSG00000225486,0
ENSG00000163874,1306
ENSG00000213068,0
ENSG00000054392,184
ENSG00000188739,140
ENSG00000273198,4
ENSG00000225719,0
ENSG00000273483,1
ENSG00000232809,0
ENSG00000285981,0
ENSG00000215796,13
ENSG00000233047,0
ENSG00000143341,4
ENSG00000116703,32
ENSG00000264341,6
ENSG00000264101,0
ENSG00000252404,0
ENSG00000243267,20
ENSG00000252151,1
ENSG00000252969,2
ENSG00000252956,0
ENSG00000284357,0
ENSG00000207237,7
ENSG00000252691,0
ENSG00000207941,0
ENSG00000199963,0
ENSG00000264698,0
ENSG00000207328,0
ENSG00000207466,0
ENSG00000252368,0
ENSG00000206779,18
ENSG00000200796,0
ENSG00000252190,0
ENSG00000283724,0
ENSG00000284410,0
ENSG00000252018,0
ENSG00000206627,9
ENSG00000207508,8
ENSG00000200171,0
ENSG00000207194,13
ENSG00000283477,0
ENSG00000263675,28
ENSG00000238653,0
ENSG00000212624,19
ENSG00000200575,17
ENSG00000212360,12
ENSG00000251825,0
ENSG00000222624,1
ENSG00000223152,0
ENSG00000212308,0
ENSG00000276081,0
ENSG00000239640,0
ENSG00000252338,0
ENSG00000239319,0
ENSG00000251767,9
ENSG00000202263,0
ENSG00000199318,1
ENSG00000199666,0
ENSG00000200601,0
ENSG00000242482,0
ENSG00000201620,0
ENSG00000206817,0
ENSG00000264963,0
ENSG00000198974,11
ENSG00000212248,10
ENSG00000207962,15
ENSG00000207234,34
ENSG00000202259,3
ENSG00000212459,0
ENSG00000263526,0
ENSG00000211575,6
ENSG00000202254,0
ENSG00000201491,0
ENSG00000275455,0
ENSG00000200800,0
ENSG00000252530,0
ENSG00000200536,1
ENSG00000211543,0
ENSG00000252797,0
ENSG00000212266,0
ENSG00000222209,0
ENSG00000277141,0
ENSG00000215930,16
ENSG00000238761,0
ENSG00000222069,27
ENSG00000252005,0
ENSG00000252510,0
ENSG00000252830,0
ENSG00000283296,1
ENSG00000252717,0
ENSG00000277313,8
ENSG00000207472,0
ENSG00000199849,0
ENSG00000212538,0
ENSG00000251813,0
ENSG00000207108,0
ENSG00000202491,0
ENSG00000201596,0
ENSG00000273629,0
ENSG00000201493,0
ENSG00000200139,0
ENSG00000253025,0
ENSG00000201544,45
ENSG00000202498,0
ENSG00000221545,4
ENSG00000252906,60
ENSG00000202329,0
ENSG00000242794,0
ENSG00000283340,0
ENSG00000252860,0
ENSG00000263390,0
ENSG00000207181,49
ENSG00000264377,0
ENSG00000207149,0
ENSG00000284485,0
ENSG00000239494,48
ENSG00000199442,2
ENSG00000239690,0
ENSG00000202184,8
ENSG00000241395,13
ENSG00000200982,1
ENSG00000222407,3
ENSG00000200495,0
ENSG00000252553,0
ENSG00000222240,0
ENSG00000212187,1
ENSG00000200036,1
ENSG00000212610,0
ENSG00000200327,0
ENSG00000200972,0
ENSG00000252011,0
ENSG00000207326,7
ENSG00000212205,7
ENSG00000264358,0
ENSG00000212527,0
ENSG00000252879,0
ENSG00000202264,0
ENSG00000285609,0
ENSG00000252084,0
ENSG00000200085,1
ENSG00000264500,0
ENSG00000202025,0
ENSG00000225545,0
ENSG00000206990,0
ENSG00000230175,17
ENSG00000225272,17
ENSG00000273365,10
ENSG00000230659,1
ENSG00000162545,174
ENSG00000090432,877
ENSG00000215520,0
ENSG00000183114,0
ENSG00000158825,1
ENSG00000158828,443
ENSG00000284005,0
ENSG00000234473,250
ENSG00000238754,11
ENSG00000221680,8
ENSG00000162630,756
ENSG00000276735,22
ENSG00000229639,0
ENSG00000287453,0
ENSG00000270615,0
ENSG00000287283,1
ENSG00000240692,2
ENSG00000237919,1
ENSG00000066557,719
ENSG00000244389,17
ENSG00000228988,32
ENSG00000118454,1980
ENSG00000116761,116
ENSG00000278636,7
ENSG00000271992,4
ENSG00000237033,0
ENSG00000007968,72
ENSG00000117318,803
ENSG00000229239,15
ENSG00000142676,46475
ENSG00000057757,1855
ENSG00000117308,141
ENSG00000273844,0
ENSG00000235748,0
ENSG00000221879,0
ENSG00000230260,0
ENSG00000199241,0
ENSG00000223963,0
ENSG00000215802,0
ENSG00000233615,0
ENSG00000238085,138
ENSG00000265831,0
ENSG00000224348,0
ENSG00000287738,11
ENSG00000132703,0
ENSG00000276632,0
ENSG00000223603,0
ENSG00000132693,0
ENSG00000235226,0
ENSG00000158716,121
ENSG00000181036,51
ENSG00000158714,3
ENSG00000212161,2
ENSG00000243284,3
ENSG00000213085,58
ENSG00000266458,1
ENSG00000287040,23
ENSG00000279430,27
ENSG00000162723,1
ENSG00000273933,0
ENSG00000256029,8
ENSG00000188004,3
ENSG00000266580,0
ENSG00000254545,0
ENSG00000269967,49
ENSG00000228634,118
ENSG00000284702,0
ENSG00000221040,0
ENSG00000163399,8756
ENSG00000212385,0
ENSG00000200547,0
ENSG00000224950,75
ENSG00000177888,1606
ENSG00000243364,137
ENSG00000251246,0
ENSG00000143590,37
ENSG00000202027,0
ENSG00000169242,171
ENSG00000169241,488
ENSG00000223452,0
ENSG00000163463,91
ENSG00000273088,0
ENSG00000284586,0
ENSG00000169231,113
ENSG00000177628,744
ENSG00000143630,59
ENSG00000143627,2
ENSG00000253074,0
ENSG00000252116,0
ENSG00000228523,3
ENSG00000223263,22
ENSG00000207504,0
ENSG00000238139,0
ENSG00000197721,2
ENSG00000244703,13
ENSG00000226289,0
ENSG00000285239,0
ENSG00000234219,24
ENSG00000174059,4
ENSG00000158731,0
ENSG00000201746,8
ENSG00000264881,0
ENSG00000199562,32
ENSG00000264501,0
ENSG00000284735,19
ENSG00000284642,13
ENSG00000142657,1498
ENSG00000271989,1
ENSG00000251503,5
ENSG00000175279,6
ENSG00000160049,715
ENSG00000203469,0
ENSG00000236035,59
ENSG00000221643,14
ENSG00000227417,92
ENSG00000223505,37
ENSG00000182004,346
ENSG00000236430,17
ENSG00000130768,6
ENSG00000238231,12
ENSG00000240750,22
ENSG00000158156,540
ENSG00000182118,244
ENSG00000283799,0
ENSG00000227934,81
ENSG00000229595,0
ENSG00000143633,474
ENSG00000281912,37
ENSG00000288208,0
ENSG00000132773,451
ENSG00000070759,480
ENSG00000236872,10
ENSG00000280670,65
ENSG00000132763,279
ENSG00000226164,0
ENSG00000224014,0
ENSG00000215795,27
ENSG00000259865,161
ENSG00000283881,0
ENSG00000252516,19
ENSG00000214144,17
ENSG00000235818,0
ENSG00000202079,4
ENSG00000169224,0
ENSG00000177489,0
ENSG00000177476,0
ENSG00000283369,0
ENSG00000230411,0
ENSG00000251977,0
ENSG00000252254,1
ENSG00000227854,4
ENSG00000215805,1
ENSG00000228818,52
ENSG00000202041,0
ENSG00000223694,2
ENSG00000233735,0
ENSG00000133019,24
ENSG00000162636,1217
ENSG00000162639,440
ENSG00000134186,4226
ENSG00000143107,57
ENSG00000232971,1
ENSG00000116266,2195
ENSG00000228076,49
ENSG00000237349,3
ENSG00000244716,14599
ENSG00000228665,10
ENSG00000228054,0
ENSG00000215717,2359
ENSG00000278249,0
ENSG00000251484,76
ENSG00000132676,3540
ENSG00000234937,52
ENSG00000132718,856
ENSG00000283442,3
ENSG00000132680,2324
ENSG00000207475,11
ENSG00000280466,0
ENSG00000281394,0
ENSG00000277817,5
ENSG00000224276,0
ENSG00000163479,7151
ENSG00000160803,782
ENSG00000132698,8
ENSG00000252236,1
ENSG00000260238,2
ENSG00000242252,9
ENSG00000198952,1856
ENSG00000163472,273
ENSG00000163468,3196
ENSG00000132677,0
ENSG00000207933,0
ENSG00000254726,1
ENSG00000186377,0
ENSG00000186160,1
ENSG00000225154,0
ENSG00000225514,0
ENSG00000162366,0
ENSG00000226252,0
ENSG00000186790,0
ENSG00000237424,53
ENSG00000189030,0
ENSG00000162763,0
ENSG00000143061,11
ENSG00000203740,0
ENSG00000162374,2
ENSG00000168275,418
ENSG00000241563,5
ENSG00000153207,4261
ENSG00000156869,14
ENSG00000033122,157
ENSG00000143278,0
ENSG00000116678,216
ENSG00000159352,1385
ENSG00000158710,5957
ENSG00000049239,2118
ENSG00000186564,23
ENSG00000244038,2939
ENSG00000116690,256
ENSG00000126091,701
ENSG00000171163,559
ENSG00000172456,473
ENSG00000158786,1
ENSG00000118733,0
ENSG00000157870,456
ENSG00000179085,149
ENSG00000173080,303
ENSG00000276470,0
ENSG00000278852,0
ENSG00000275915,0
ENSG00000120937,0
ENSG00000224904,0
ENSG00000201801,4
ENSG00000083444,59
ENSG00000287384,0
ENSG00000270914,0
ENSG00000116691,205
ENSG00000202461,4
ENSG00000276869,0
ENSG00000243539,0
ENSG00000120949,16
ENSG00000201135,0
ENSG00000227875,0
ENSG00000285604,0
ENSG00000283789,0
ENSG00000263676,2
ENSG00000200591,6
ENSG00000162521,3865
ENSG00000162520,2
ENSG00000162522,109
ENSG00000116497,1509
ENSG00000121905,2
ENSG00000121900,0
ENSG00000278966,10
ENSG00000143222,1707
ENSG00000143224,345
ENSG00000158850,1685
ENSG00000158859,74
ENSG00000158869,26
ENSG00000158882,220
ENSG00000284035,1
ENSG00000248485,21
ENSG00000188931,189
ENSG00000236484,4
ENSG00000288093,50
ENSG00000206921,0
ENSG00000215840,34
ENSG00000277882,5
ENSG00000283317,16
ENSG00000277762,5
ENSG00000227139,0
ENSG00000265107,0
ENSG00000234190,0
ENSG00000223728,0
ENSG00000121634,0
ENSG00000188092,956
ENSG00000273059,5
ENSG00000206791,0
ENSG00000206585,21
ENSG00000198658,229
ENSG00000238382,0
ENSG00000207190,0
ENSG00000200508,0
ENSG00000116688,2161
ENSG00000188800,9
ENSG00000084073,1160
ENSG00000231296,1
ENSG00000049089,40
ENSG00000227311,1
ENSG00000213172,3
ENSG00000284677,13
ENSG00000187801,239
ENSG00000260920,160
ENSG00000255054,0
ENSG00000127423,27
ENSG00000182749,97
ENSG00000207302,0
ENSG00000229786,7
ENSG00000223624,7
ENSG00000283938,0
ENSG00000199385,0
ENSG00000263381,0
ENSG00000126106,116
ENSG00000198520,214
ENSG00000142945,31
ENSG00000142937,43174
ENSG00000264294,0
ENSG00000200913,76
ENSG00000202031,0
ENSG00000207421,0
ENSG00000281859,0
ENSG00000234093,800
ENSG00000202444,0
ENSG00000226499,2
ENSG00000070785,307
ENSG00000253039,3
ENSG00000229815,4
ENSG00000232369,0
ENSG00000268949,1
ENSG00000126107,875
ENSG00000126088,489
ENSG00000234315,0
ENSG00000162408,2528
ENSG00000229519,48
ENSG00000173662,10
ENSG00000204859,772
ENSG00000230735,204
ENSG00000171488,7060
ENSG00000226394,194
ENSG00000237200,48
ENSG00000070886,2
ENSG00000276835,0
ENSG00000265422,0
ENSG00000223776,49
ENSG00000273058,95
ENSG00000230325,36
ENSG00000119285,3521
ENSG00000226498,100
ENSG00000237991,245
ENSG00000244020,0
ENSG00000288099,0
ENSG00000225886,10
ENSG00000206767,0
ENSG00000226662,0
ENSG00000207095,0
ENSG00000231344,8
ENSG00000230833,18
ENSG00000117758,758
ENSG00000269971,31
ENSG00000270031,6
ENSG00000223062,1
ENSG00000286433,10
ENSG00000117751,1627
ENSG00000252947,18
ENSG00000130775,1085
ENSG00000117748,1739
ENSG00000223643,1
ENSG00000230239,0
ENSG00000263811,0
ENSG00000277234,0
ENSG00000235241,0
ENSG00000207005,89
ENSG00000117122,18
ENSG00000159363,782
ENSG00000117115,0
ENSG00000282843,0
ENSG00000142623,0
ENSG00000142619,0
ENSG00000266634,0
ENSG00000199459,0
ENSG00000273264,0
ENSG00000282057,4
ENSG00000199934,5
ENSG00000142871,47
ENSG00000226643,0
ENSG00000234419,8
ENSG00000276997,40
ENSG00000222399,0
ENSG00000267305,0
ENSG00000143512,1
ENSG00000143498,317
ENSG00000154305,6006
ENSG00000229399,24
ENSG00000272750,259
ENSG00000186063,3029
ENSG00000162819,2530
ENSG00000234523,10
ENSG00000164010,298
ENSG00000164011,275
ENSG00000233708,0
ENSG00000225099,19
ENSG00000284138,39
ENSG00000207256,0
ENSG00000283136,0
ENSG00000277513,0
ENSG00000154309,408
ENSG00000226967,3
ENSG00000229570,0
ENSG00000203857,0
ENSG00000226443,0
ENSG00000249798,0
ENSG00000239873,0
ENSG00000240244,0
ENSG00000260941,0
ENSG00000198857,0
ENSG00000143067,0
ENSG00000134240,0
ENSG00000134193,41
ENSG00000227205,0
ENSG00000226446,0
ENSG00000134249,0
ENSG00000092621,34
ENSG00000027644,6
ENSG00000241992,0
ENSG00000137970,27726
ENSG00000223229,0
ENSG00000226973,0
ENSG00000274468,0
ENSG00000130764,1115
ENSG00000266075,7
ENSG00000272153,37
ENSG00000230026,1
ENSG00000284770,179
ENSG00000229795,1
ENSG00000238236,0
