,kupritz-26037-001
ENSG00000117525,6
ENSG00000162699,0
ENSG00000203914,12
ENSG00000270457,0
ENSG00000231987,0
ENSG00000229842,21
ENSG00000198162,8498
ENSG00000171517,128
ENSG00000203864,2
ENSG00000233482,0
ENSG00000143079,177
ENSG00000232450,34
ENSG00000235038,1
ENSG00000173947,9
ENSG00000134198,367
ENSG00000279513,79
ENSG00000117620,1430
ENSG00000162688,3012
ENSG00000197106,1
ENSG00000231072,0
ENSG00000185946,1233
ENSG00000162627,12
ENSG00000265808,3817
ENSG00000225923,0
ENSG00000134247,55
ENSG00000162664,1407
ENSG00000134253,61
ENSG00000223416,660
ENSG00000179571,1
ENSG00000227850,14
ENSG00000285532,2
ENSG00000226755,2
ENSG00000183508,4445
ENSG00000277095,0
ENSG00000264145,0
ENSG00000238256,1
ENSG00000198765,0
ENSG00000143398,1957
ENSG00000196505,3154
ENSG00000223489,9
ENSG00000230546,0
ENSG00000213262,9
ENSG00000287015,1
ENSG00000235526,0
ENSG00000228347,3
ENSG00000236012,0
ENSG00000134200,1
ENSG00000065183,1846
ENSG00000226126,0
ENSG00000163156,884
ENSG00000228453,0
ENSG00000261168,12
ENSG00000233432,4
ENSG00000229911,0
ENSG00000171943,1207
ENSG00000270719,1
ENSG00000155761,11
ENSG00000116830,1193
ENSG00000234422,1
ENSG00000227091,0
ENSG00000081026,758
ENSG00000143458,1394
ENSG00000230932,0
ENSG00000225036,0
ENSG00000250890,0
ENSG00000232240,0
ENSG00000234388,0
ENSG00000233717,0
ENSG00000163155,333
ENSG00000241975,36
ENSG00000270976,0
ENSG00000228217,377
ENSG00000270342,0
ENSG00000116824,23916
ENSG00000235887,4
ENSG00000235756,0
ENSG00000173810,2
ENSG00000271890,0
ENSG00000283360,92
ENSG00000117262,797
ENSG00000227970,0
ENSG00000231613,19
ENSG00000236689,16
ENSG00000226028,0
ENSG00000203825,0
ENSG00000184371,693
ENSG00000233449,0
ENSG00000242943,0
ENSG00000232499,537
ENSG00000163154,810
ENSG00000232995,178
ENSG00000238087,0
ENSG00000143158,708
ENSG00000271092,6
ENSG00000232148,0
ENSG00000000460,443
ENSG00000135862,2
ENSG00000232952,226
ENSG00000260322,0
ENSG00000143156,566
ENSG00000198771,10328
ENSG00000225462,4
ENSG00000237756,16
ENSG00000271187,0
ENSG00000231175,0
ENSG00000143185,1203
ENSG00000272931,18
ENSG00000143190,4637
ENSG00000225475,9
ENSG00000232223,0
ENSG00000224468,0
ENSG00000232551,0
ENSG00000238270,0
ENSG00000236025,0
ENSG00000230704,0
ENSG00000143171,0
ENSG00000275767,0
ENSG00000047410,10011
ENSG00000171806,370
ENSG00000134216,0
ENSG00000230748,0
ENSG00000238108,0
ENSG00000135842,21253
ENSG00000287472,0
ENSG00000241318,221
ENSG00000228238,0
ENSG00000232393,0
ENSG00000184155,0
ENSG00000058085,1
ENSG00000232917,2
ENSG00000233057,344
ENSG00000143167,121
ENSG00000143184,1750
ENSG00000224691,0
ENSG00000233626,8
ENSG00000143228,57
ENSG00000231714,0
ENSG00000116833,14
ENSG00000000457,1610
ENSG00000285638,0
ENSG00000230987,1
ENSG00000228167,0
ENSG00000150732,0
ENSG00000157064,0
ENSG00000288139,6
ENSG00000059588,992
ENSG00000162782,0
ENSG00000238051,0
ENSG00000233196,0
ENSG00000229220,0
ENSG00000227747,2
ENSG00000228081,19
ENSG00000228020,0
ENSG00000234975,951
ENSG00000162851,576
ENSG00000271427,22
ENSG00000143353,424
ENSG00000197965,446
ENSG00000143493,1041
ENSG00000230777,22
ENSG00000179397,92
ENSG00000224540,0
ENSG00000186197,858
ENSG00000229067,1
ENSG00000261182,0
ENSG00000162670,0
ENSG00000225712,1
ENSG00000162761,0
ENSG00000143199,45
ENSG00000007908,3
ENSG00000092978,1157
ENSG00000188404,13284
ENSG00000274702,0
ENSG00000226211,0
ENSG00000203697,2
ENSG00000116574,541
ENSG00000143248,51
ENSG00000162814,1
ENSG00000225172,0
ENSG00000261642,0
ENSG00000228239,0
ENSG00000237283,0
ENSG00000116132,0
ENSG00000229242,0
ENSG00000234984,0
ENSG00000229983,0
ENSG00000225122,0
ENSG00000225920,91
ENSG00000143476,36
ENSG00000057252,5954
ENSG00000285718,0
ENSG00000233018,2
ENSG00000224783,0
ENSG00000162852,3840
ENSG00000268062,6
ENSG00000116962,11
ENSG00000229757,92
ENSG00000220749,1537
ENSG00000181450,1093
ENSG00000225300,230
ENSG00000223842,63
ENSG00000143355,0
ENSG00000237193,0
ENSG00000223490,2
ENSG00000174502,0
ENSG00000143195,29
ENSG00000162849,46
ENSG00000232824,49
ENSG00000067533,1104
ENSG00000228955,61
ENSG00000224702,0
ENSG00000271811,0
ENSG00000224278,0
ENSG00000226486,0
ENSG00000227687,0
ENSG00000231814,0
ENSG00000277007,29
ENSG00000229016,10
ENSG00000152104,317
ENSG00000117650,13
ENSG00000203724,1
ENSG00000225006,0
ENSG00000223375,3
ENSG00000230714,0
ENSG00000173726,3698
ENSG00000282852,7
ENSG00000152382,1122
ENSG00000232100,0
ENSG00000230547,0
ENSG00000232215,9
ENSG00000135829,10063
ENSG00000134717,1059
ENSG00000278180,0
ENSG00000232341,5
ENSG00000287676,9
ENSG00000236792,110
ENSG00000143207,2875
ENSG00000270859,0
ENSG00000238224,0
ENSG00000237492,3
ENSG00000150681,18
ENSG00000116906,1886
ENSG00000092969,10
ENSG00000157181,818
ENSG00000250762,0
ENSG00000076258,114
ENSG00000117697,2060
ENSG00000235083,0
ENSG00000162669,0
ENSG00000225904,2
ENSG00000143641,1648
ENSG00000010932,0
ENSG00000010072,918
ENSG00000135766,1277
ENSG00000238054,0
ENSG00000168243,1461
ENSG00000281453,0
ENSG00000237469,0
ENSG00000227613,0
ENSG00000116183,11
ENSG00000231612,0
ENSG00000271036,0
ENSG00000226868,0
ENSG00000279401,0
ENSG00000287450,1
ENSG00000237011,46
ENSG00000066027,5230
ENSG00000173728,33
ENSG00000225811,0
ENSG00000273093,0
ENSG00000185523,9
ENSG00000116711,1
ENSG00000226750,2
ENSG00000285665,48
ENSG00000231022,0
ENSG00000224436,0
ENSG00000234915,64
ENSG00000227585,0
ENSG00000157060,0
ENSG00000237213,6
ENSG00000213045,0
ENSG00000230063,108
ENSG00000235467,0
ENSG00000123684,4131
ENSG00000225338,144
ENSG00000224407,0
ENSG00000232463,1
ENSG00000225171,54
ENSG00000235386,1
ENSG00000213690,0
ENSG00000229832,64
ENSG00000237514,0
ENSG00000287856,0
ENSG00000203705,375
ENSG00000224040,40
ENSG00000228686,99
ENSG00000174175,110
ENSG00000236401,0
ENSG00000215800,0
ENSG00000270936,2
ENSG00000008118,3
ENSG00000171161,1545
ENSG00000241505,0
ENSG00000261453,0
ENSG00000231020,1
ENSG00000270818,0
ENSG00000196878,19
ENSG00000225561,0
ENSG00000074964,0
ENSG00000223847,0
ENSG00000277704,0
ENSG00000240963,4
ENSG00000226570,0
ENSG00000198929,2
ENSG00000174606,2528
ENSG00000236905,1
ENSG00000227887,9
ENSG00000116903,2853
ENSG00000226196,0
ENSG00000287354,24
ENSG00000233827,2
ENSG00000198797,0
ENSG00000151414,5388
ENSG00000177614,3
ENSG00000235182,0
ENSG00000287157,20
ENSG00000225755,16
ENSG00000197472,1
ENSG00000230184,67
ENSG00000232436,0
ENSG00000136643,1724
ENSG00000236317,3
ENSG00000176855,0
ENSG00000225401,39
ENSG00000228190,0
ENSG00000135747,1
ENSG00000069248,2653
ENSG00000253148,0
ENSG00000227751,0
ENSG00000090104,2286
ENSG00000236468,0
ENSG00000185220,449
ENSG00000236101,0
ENSG00000162769,722
ENSG00000278684,0
ENSG00000236775,0
ENSG00000042781,10
ENSG00000228646,0
ENSG00000233332,0
ENSG00000231984,0
ENSG00000277462,191
ENSG00000035687,2923
ENSG00000180287,0
ENSG00000226693,0
ENSG00000231272,0
ENSG00000223828,74
ENSG00000226723,291
ENSG00000272672,39
ENSG00000235096,38
ENSG00000007341,840
ENSG00000143324,3234
ENSG00000225222,58
ENSG00000198842,0
ENSG00000286619,4
ENSG00000198756,2109
ENSG00000227554,2
ENSG00000178596,0
ENSG00000054282,1024
ENSG00000183780,7
ENSG00000229663,0
ENSG00000162702,2878
ENSG00000228530,0
ENSG00000143194,2
ENSG00000054267,8270
ENSG00000287921,0
ENSG00000232166,0
ENSG00000175137,1660
ENSG00000134245,110
ENSG00000187889,0
ENSG00000097046,639
ENSG00000231378,85
ENSG00000235605,25
ENSG00000224857,3
ENSG00000273367,52
ENSG00000231605,1
ENSG00000236358,43
ENSG00000203737,363
ENSG00000215873,0
ENSG00000185420,960
ENSG00000272175,15
ENSG00000213070,0
ENSG00000229747,0
ENSG00000136636,94
ENSG00000225486,0
ENSG00000163874,3050
ENSG00000213068,0
ENSG00000054392,362
ENSG00000188739,154
ENSG00000273198,2
ENSG00000225719,0
ENSG00000273483,5
ENSG00000232809,0
ENSG00000285981,0
ENSG00000215796,23
ENSG00000233047,0
ENSG00000143341,9
ENSG00000116703,24
ENSG00000264341,5
ENSG00000264101,1
ENSG00000252404,0
ENSG00000243267,16
ENSG00000252151,0
ENSG00000252969,1
ENSG00000252956,0
ENSG00000284357,0
ENSG00000207237,6
ENSG00000252691,1
ENSG00000207941,0
ENSG00000199963,1
ENSG00000264698,0
ENSG00000207328,0
ENSG00000207466,0
ENSG00000252368,0
ENSG00000206779,16
ENSG00000200796,0
ENSG00000252190,0
ENSG00000283724,0
ENSG00000284410,0
ENSG00000252018,2
ENSG00000206627,8
ENSG00000207508,21
ENSG00000200171,0
ENSG00000207194,8
ENSG00000283477,0
ENSG00000263675,38
ENSG00000238653,0
ENSG00000212624,5
ENSG00000200575,11
ENSG00000212360,4
ENSG00000251825,0
ENSG00000222624,1
ENSG00000223152,0
ENSG00000212308,0
ENSG00000276081,0
ENSG00000239640,0
ENSG00000252338,0
ENSG00000239319,0
ENSG00000251767,1
ENSG00000202263,0
ENSG00000199318,0
ENSG00000199666,0
ENSG00000200601,0
ENSG00000242482,0
ENSG00000201620,0
ENSG00000206817,0
ENSG00000264963,0
ENSG00000198974,25
ENSG00000212248,17
ENSG00000207962,17
ENSG00000207234,20
ENSG00000202259,15
ENSG00000212459,0
ENSG00000263526,0
ENSG00000211575,3
ENSG00000202254,0
ENSG00000201491,0
ENSG00000275455,0
ENSG00000200800,0
ENSG00000252530,0
ENSG00000200536,1
ENSG00000211543,0
ENSG00000252797,0
ENSG00000212266,0
ENSG00000222209,0
ENSG00000277141,0
ENSG00000215930,4
ENSG00000238761,0
ENSG00000222069,14
ENSG00000252005,0
ENSG00000252510,0
ENSG00000252830,0
ENSG00000283296,2
ENSG00000252717,0
ENSG00000277313,7
ENSG00000207472,0
ENSG00000199849,0
ENSG00000212538,0
ENSG00000251813,0
ENSG00000207108,0
ENSG00000202491,0
ENSG00000201596,0
ENSG00000273629,2
ENSG00000201493,0
ENSG00000200139,0
ENSG00000253025,0
ENSG00000201544,42
ENSG00000202498,0
ENSG00000221545,3
ENSG00000252906,51
ENSG00000202329,0
ENSG00000242794,0
ENSG00000283340,0
ENSG00000252860,0
ENSG00000263390,0
ENSG00000207181,27
ENSG00000264377,1
ENSG00000207149,0
ENSG00000284485,0
ENSG00000239494,50
ENSG00000199442,2
ENSG00000239690,0
ENSG00000202184,18
ENSG00000241395,23
ENSG00000200982,0
ENSG00000222407,5
ENSG00000200495,0
ENSG00000252553,0
ENSG00000222240,0
ENSG00000212187,2
ENSG00000200036,0
ENSG00000212610,0
ENSG00000200327,0
ENSG00000200972,0
ENSG00000252011,0
ENSG00000207326,12
ENSG00000212205,16
ENSG00000264358,0
ENSG00000212527,0
ENSG00000252879,0
ENSG00000202264,0
ENSG00000285609,0
ENSG00000252084,0
ENSG00000200085,2
ENSG00000264500,0
ENSG00000202025,0
ENSG00000225545,0
ENSG00000206990,0
ENSG00000230175,39
ENSG00000225272,26
ENSG00000273365,8
ENSG00000230659,0
ENSG00000162545,410
ENSG00000090432,1211
ENSG00000215520,0
ENSG00000183114,0
ENSG00000158825,0
ENSG00000158828,516
ENSG00000284005,0
ENSG00000234473,231
ENSG00000238754,19
ENSG00000221680,10
ENSG00000162630,910
ENSG00000276735,7
ENSG00000229639,0
ENSG00000287453,0
ENSG00000270615,0
ENSG00000287283,0
ENSG00000240692,0
ENSG00000237919,1
ENSG00000066557,996
ENSG00000244389,19
ENSG00000228988,32
ENSG00000118454,2648
ENSG00000116761,113
ENSG00000278636,3
ENSG00000271992,2
ENSG00000237033,0
ENSG00000007968,44
ENSG00000117318,270
ENSG00000229239,10
ENSG00000142676,30998
ENSG00000057757,1945
ENSG00000117308,260
ENSG00000273844,0
ENSG00000235748,0
ENSG00000221879,1
ENSG00000230260,0
ENSG00000199241,0
ENSG00000223963,0
ENSG00000215802,0
ENSG00000233615,0
ENSG00000238085,157
ENSG00000265831,0
ENSG00000224348,0
ENSG00000287738,5
ENSG00000132703,0
ENSG00000276632,0
ENSG00000223603,0
ENSG00000132693,0
ENSG00000235226,0
ENSG00000158716,213
ENSG00000181036,206
ENSG00000158714,20
ENSG00000212161,5
ENSG00000243284,5
ENSG00000213085,45
ENSG00000266458,0
ENSG00000287040,13
ENSG00000279430,32
ENSG00000162723,0
ENSG00000273933,3
ENSG00000256029,7
ENSG00000188004,3
ENSG00000266580,0
ENSG00000254545,0
ENSG00000269967,89
ENSG00000228634,202
ENSG00000284702,1
ENSG00000221040,0
ENSG00000163399,8673
ENSG00000212385,0
ENSG00000200547,0
ENSG00000224950,204
ENSG00000177888,2036
ENSG00000243364,185
ENSG00000251246,0
ENSG00000143590,51
ENSG00000202027,0
ENSG00000169242,56
ENSG00000169241,637
ENSG00000223452,1
ENSG00000163463,123
ENSG00000273088,0
ENSG00000284586,0
ENSG00000169231,155
ENSG00000177628,975
ENSG00000143630,79
ENSG00000143627,12
ENSG00000253074,1
ENSG00000252116,0
ENSG00000228523,2
ENSG00000223263,24
ENSG00000207504,0
ENSG00000238139,0
ENSG00000197721,2
ENSG00000244703,8
ENSG00000226289,0
ENSG00000285239,0
ENSG00000234219,26
ENSG00000174059,4
ENSG00000158731,0
ENSG00000201746,5
ENSG00000264881,1
ENSG00000199562,68
ENSG00000264501,0
ENSG00000284735,26
ENSG00000284642,18
ENSG00000142657,2086
ENSG00000271989,0
ENSG00000251503,4
ENSG00000175279,22
ENSG00000160049,864
ENSG00000203469,0
ENSG00000236035,130
ENSG00000221643,14
ENSG00000227417,69
ENSG00000223505,38
ENSG00000182004,418
ENSG00000236430,14
ENSG00000130768,15
ENSG00000238231,25
ENSG00000240750,19
ENSG00000158156,539
ENSG00000182118,243
ENSG00000283799,0
ENSG00000227934,94
ENSG00000229595,0
ENSG00000143633,562
ENSG00000281912,32
ENSG00000288208,0
ENSG00000132773,512
ENSG00000070759,636
ENSG00000236872,16
ENSG00000280670,160
ENSG00000132763,271
ENSG00000226164,1
ENSG00000224014,2
ENSG00000215795,52
ENSG00000259865,129
ENSG00000283881,0
ENSG00000252516,17
ENSG00000214144,24
ENSG00000235818,0
ENSG00000202079,9
ENSG00000169224,0
ENSG00000177489,0
ENSG00000177476,0
ENSG00000283369,0
ENSG00000230411,0
ENSG00000251977,0
ENSG00000252254,1
ENSG00000227854,4
ENSG00000215805,0
ENSG00000228818,92
ENSG00000202041,0
ENSG00000223694,0
ENSG00000233735,0
ENSG00000133019,13
ENSG00000162636,1874
ENSG00000162639,779
ENSG00000134186,3862
ENSG00000143107,12
ENSG00000232971,1
ENSG00000116266,2892
ENSG00000228076,79
ENSG00000237349,5
ENSG00000244716,11261
ENSG00000228665,10
ENSG00000228054,0
ENSG00000215717,2643
ENSG00000278249,0
ENSG00000251484,77
ENSG00000132676,2987
ENSG00000234937,61
ENSG00000132718,6244
ENSG00000283442,5
ENSG00000132680,2172
ENSG00000207475,18
ENSG00000280466,0
ENSG00000281394,0
ENSG00000277817,6
ENSG00000224276,4
ENSG00000163479,6915
ENSG00000160803,1481
ENSG00000132698,6
ENSG00000252236,0
ENSG00000260238,3
ENSG00000242252,3
ENSG00000198952,2578
ENSG00000163472,271
ENSG00000163468,3924
ENSG00000132677,0
ENSG00000207933,0
ENSG00000254726,1
ENSG00000186377,1
ENSG00000186160,0
ENSG00000225154,0
ENSG00000225514,0
ENSG00000162366,0
ENSG00000226252,0
ENSG00000186790,5
ENSG00000237424,140
ENSG00000189030,2
ENSG00000162763,1
ENSG00000143061,19
ENSG00000203740,0
ENSG00000162374,2
ENSG00000168275,414
ENSG00000241563,2
ENSG00000153207,3880
ENSG00000156869,49
ENSG00000033122,125
ENSG00000143278,0
ENSG00000116678,364
ENSG00000159352,2062
ENSG00000158710,8424
ENSG00000049239,4010
ENSG00000186564,79
ENSG00000244038,4020
ENSG00000116690,139
ENSG00000126091,575
ENSG00000171163,494
ENSG00000172456,360
ENSG00000158786,7
ENSG00000118733,0
ENSG00000157870,767
ENSG00000179085,228
ENSG00000173080,196
ENSG00000276470,0
ENSG00000278852,0
ENSG00000275915,0
ENSG00000120937,0
ENSG00000224904,2
ENSG00000201801,14
ENSG00000083444,448
ENSG00000287384,0
ENSG00000270914,1
ENSG00000116691,308
ENSG00000202461,3
ENSG00000276869,0
ENSG00000243539,0
ENSG00000120949,67
ENSG00000201135,1
ENSG00000227875,0
ENSG00000285604,0
ENSG00000283789,0
ENSG00000263676,9
ENSG00000200591,13
ENSG00000162521,5433
ENSG00000162520,1
ENSG00000162522,163
ENSG00000116497,2615
ENSG00000121905,7
ENSG00000121900,1
ENSG00000278966,5
ENSG00000143222,2094
ENSG00000143224,369
ENSG00000158850,1967
ENSG00000158859,45
ENSG00000158869,4
ENSG00000158882,367
ENSG00000284035,0
ENSG00000248485,15
ENSG00000188931,218
ENSG00000236484,3
ENSG00000288093,162
ENSG00000206921,0
ENSG00000215840,50
ENSG00000277882,13
ENSG00000283317,49
ENSG00000277762,3
ENSG00000227139,0
ENSG00000265107,0
ENSG00000234190,0
ENSG00000223728,0
ENSG00000121634,0
ENSG00000188092,865
ENSG00000273059,0
ENSG00000206791,2
ENSG00000206585,34
ENSG00000198658,290
ENSG00000238382,0
ENSG00000207190,0
ENSG00000200508,0
ENSG00000116688,3563
ENSG00000188800,14
ENSG00000084073,2088
ENSG00000231296,7
ENSG00000049089,77
ENSG00000227311,3
ENSG00000213172,2
ENSG00000284677,36
ENSG00000187801,290
ENSG00000260920,205
ENSG00000255054,0
ENSG00000127423,30
ENSG00000182749,97
ENSG00000207302,0
ENSG00000229786,0
ENSG00000223624,2
ENSG00000283938,0
ENSG00000199385,0
ENSG00000263381,0
ENSG00000126106,145
ENSG00000198520,96
ENSG00000142945,104
ENSG00000142937,31237
ENSG00000264294,0
ENSG00000200913,72
ENSG00000202031,1
ENSG00000207421,0
ENSG00000281859,0
ENSG00000234093,659
ENSG00000202444,0
ENSG00000226499,5
ENSG00000070785,341
ENSG00000253039,1
ENSG00000229815,6
ENSG00000232369,0
ENSG00000268949,0
ENSG00000126107,1207
ENSG00000126088,681
ENSG00000234315,5
ENSG00000162408,2552
ENSG00000229519,41
ENSG00000173662,7
ENSG00000204859,875
ENSG00000230735,147
ENSG00000171488,8480
ENSG00000226394,125
ENSG00000237200,52
ENSG00000070886,0
ENSG00000276835,0
ENSG00000265422,0
ENSG00000223776,53
ENSG00000273058,82
ENSG00000230325,23
ENSG00000119285,4397
ENSG00000226498,100
ENSG00000237991,265
ENSG00000244020,0
ENSG00000288099,0
ENSG00000225886,24
ENSG00000206767,0
ENSG00000226662,0
ENSG00000207095,0
ENSG00000231344,12
ENSG00000230833,27
ENSG00000117758,1040
ENSG00000269971,19
ENSG00000270031,22
ENSG00000223062,1
ENSG00000286433,26
ENSG00000117751,2153
ENSG00000252947,32
ENSG00000130775,1417
ENSG00000117748,2566
ENSG00000223643,0
ENSG00000230239,0
ENSG00000263811,0
ENSG00000277234,0
ENSG00000235241,0
ENSG00000207005,152
ENSG00000117122,11
ENSG00000159363,1084
ENSG00000117115,0
ENSG00000282843,0
ENSG00000142623,0
ENSG00000142619,0
ENSG00000266634,0
ENSG00000199459,1
ENSG00000273264,0
ENSG00000282057,0
ENSG00000199934,4
ENSG00000142871,33
ENSG00000226643,0
ENSG00000234419,7
ENSG00000276997,57
ENSG00000222399,0
ENSG00000267305,4
ENSG00000143512,8
ENSG00000143498,345
ENSG00000154305,5478
ENSG00000229399,29
ENSG00000272750,187
ENSG00000186063,2616
ENSG00000162819,4144
ENSG00000234523,10
ENSG00000164010,322
ENSG00000164011,406
ENSG00000233708,0
ENSG00000225099,38
ENSG00000284138,66
ENSG00000207256,2
ENSG00000283136,0
ENSG00000277513,0
ENSG00000154309,674
ENSG00000226967,1
ENSG00000229570,0
ENSG00000203857,0
ENSG00000226443,0
ENSG00000249798,0
ENSG00000239873,0
ENSG00000240244,0
ENSG00000260941,0
ENSG00000198857,0
ENSG00000143067,0
ENSG00000134240,0
ENSG00000134193,1
ENSG00000227205,0
ENSG00000226446,0
ENSG00000134249,1
ENSG00000092621,36
ENSG00000027644,24
ENSG00000241992,0
ENSG00000137970,23597
ENSG00000223229,0
ENSG00000226973,0
ENSG00000274468,0
ENSG00000130764,1525
ENSG00000266075,13
ENSG00000272153,41
ENSG00000230026,2
ENSG00000284770,139
